Protein	hpt_T1_rep1	hpt_T1_rep2	hpt_T1_rep3	hpt_T1_rep4	hpt_T2_rep1	hpt_T2_rep2	hpt_T2_rep3	hpt_T2_rep4	hpt_T3_rep1	hpt_T3_rep2	hpt_T3_rep3	hpt_T3_rep4	LL1210_T1_rep1	LL1210_T1_rep2	LL1210_T1_rep3	LL1210_T1_rep4	LL1210_T2_rep1	LL1210_T2_rep2	LL1210_T2_rep3	LL1210_T2_rep4	LL1210_T3_rep1	LL1210_T3_rep2	LL1210_T3_rep3	LL1210_T3_rep4	LL1210_T4_rep1	LL1210_T4_rep2	LL1210_T4_rep3	LL1210_T4_rep4
WP_003514026.1	20.67056	19.25343	21.34921	19.56199	23.76368	24.01996	23.60915	23.59882	18.85925	23.57151	19.28976	18.00009	23.66185	20.77061	20.09288	20.27844	20.24195	23.90736	19.15956	23.90432	24.218	24.33515	24.15116	24.00099	23.6805	24.05847	24.21101	23.76274
WP_003513159.1	20.83796	19.76275	19.67605	21.78653	20.60915	19.65816	19.85121	26.28839	25.98112	24.50037	18.67688	19.35108	19.58106	23.89472	24.83374	23.96889	19.86903	19.17772	20.05708	19.892	23.40623	19.14154	24.40567	20.03532	21.91854	22.77735	23.25269	20.27352
WP_003517590.1	20.87585	20.58191	21.86179	20.30611	20.4961	19.71244	20.21038	20.09406	19.45295	20.34987	20.55036	19.94599	23.08174	20.41666	23.30959	23.6032	22.55782	22.91088	22.51833	23.12262	22.34281	21.28373	22.13113	20.22112	20.85487	22.25706	21.26919	20.51432
WP_003513619.1	25.46301	25.34421	26.27257	25.55225	26.0224	26.30493	25.95763	25.33027	25.21307	24.99507	24.20975	25.05646	22.32474	22.41294	22.33703	19.52684	19.26218	21.52488	25.22454	20.79115	21.64778	20.60016	21.44025	22.92887	19.58321	21.94257	22.79452	21.43819
WP_003516440.1	26.21238	26.81571	27.34754	26.70682	26.62174	26.18686	26.69367	26.65173	25.30429	25.93946	26.18122	25.62819	26.69386	25.86054	25.95781	26.51369	26.43577	26.31961	25.92466	26.51843	26.03684	26.31779	26.31464	26.22102	26.15684	25.99303	25.77459	26.08343
WP_003518575.1	27.8179	28.1693	27.54152	27.40989	27.5666	27.26275	27.17495	27.34118	26.42606	27.22523	26.27941	27.17751	27.53913	27.88594	27.83279	27.25328	28.03213	27.82632	27.79324	27.98774	26.17632	27.82721	27.93887	27.35192	27.90118	27.87992	27.42046	28.25758
WP_003512712.1	26.94768	26.9392	27.55302	26.82965	24.72785	26.64379	27.11052	25.74989	25.50275	26.80623	26.27259	25.07034	26.86663	19.58589	19.996	27.02863	26.4576	20.77854	26.33084	26.1218	25.80435	25.90616	24.8268	26.43676	20.02485	25.0056	19.25705	24.34329
WP_003515653.1	27.4782	28.0946	28.27964	27.79314	28.21849	28.26321	27.57143	27.93449	27.47713	28.06971	27.94677	27.98559	28.32292	28.38967	27.40947	27.64666	28.32545	28.57821	28.36236	28.28573	28.42892	28.52002	28.31258	28.27231	28.3333	28.38687	28.33929	28.01066
WP_003515675.1	26.56598	26.73071	27.12195	27.36656	27.55282	27.46059	27.07502	26.93149	27.43926	27.65487	25.91001	26.68352	19.35811	25.32559	25.28276	20.06778	25.2113	25.31273	25.32175	24.86558	25.92156	25.60682	25.65101	24.90037	25.5052	25.29183	26.3847	26.15046
WP_003518869.1	25.99471	25.93003	20.4072	25.8959	20.03088	20.21529	19.67642	26.02446	19.60988	19.43954	25.87193	25.6508	20.79995	19.05626	20.53008	20.90165	20.84346	19.88619	20.09852	19.81368	25.04213	19.00166	25.6881	18.81393	19.65406	19.43793	25.82493	19.42183
WP_003521203.1	23.95352	22.29375	24.46634	24.27281	24.10406	24.33483	23.30522	24.48703	23.45342	25.64891	24.43418	24.10913	24.24196	25.61674	23.41169	23.69799	23.98672	23.49007	23.77518	23.95923	23.85098	23.97966	23.98289	24.30264	23.98881	24.10017	23.85927	23.93422
WP_003512710.1	24.76158	24.6167	25.93629	24.87985	24.4293	23.87005	26.56192	26.11741	26.73296	26.01206	24.06195	23.44735	25.05181	24.97288	24.97445	25.03442	25.0524	24.88157	25.05848	24.82688	25.15368	24.65361	24.87018	24.80596	24.92001	24.35414	24.74288	24.78024
WP_003514691.1	22.60395	19.40059	20.9972	23.50931	20.28345	24.11791	21.21537	21.10959	20.53427	19.76661	18.84692	21.82191	19.86369	20.07266	21.97988	20.5564	19.962	19.78597	20.07434	19.09162	19.23006	18.94343	22.25811	19.75614	23.30886	18.89628	23.63425	21.9227
WP_003512963.1	25.73978	25.99705	26.34035	25.87582	26.52709	26.0409	26.53983	26.98617	25.96404	26.48115	26.75228	26.75044	26.89581	26.83185	26.04045	25.9634	26.80541	26.31857	26.7027	26.48302	26.41092	26.6122	26.62142	26.22086	26.39222	26.31813	26.91843	26.59556
WP_003515677.1	18.47544	20.12342	18.99471	20.90658	19.22684	24.76571	24.54812	20.03093	20.96835	20.70386	18.30362	18.70661	20.64684	20.28251	19.6828	19.74605	19.863	23.96315	21.90544	24.63381	19.79542	24.36588	19.88575	19.79964	23.34434	19.93576	20.13279	18.87886
WP_003516418.1	25.05394	24.61662	23.69814	24.62742	23.32769	24.29023	24.50771	24.0822	19.49902	24.28932	24.0948	25.26108	18.98977	22.8983	19.71852	19.22944	20.40872	20.33843	22.49347	22.67025	21.56521	17.95082	20.44852	19.77425	20.71243	20.15038	19.94063	19.92086
WP_003517167.1	19.5836	20.09406	20.73309	18.86855	23.83485	23.82343	24.12506	21.98086	22.866	19.68664	23.42589	23.17399	20.40315	22.46686	22.2049	20.22086	19.54299	23.2626	21.32792	18.81261	20.66693	19.74834	19.36021	21.09025	20.68899	20.33251	19.14542	20.13599
WP_003517312.1	24.09142	25.43884	20.5953	20.63778	23.3715	20.73632	20.34139	19.45576	18.90496	19.81466	19.79961	19.66269	21.13971	20.4606	19.14697	20.42555	19.57948	19.462	18.82442	18.55948	20.3061	18.7886	20.25137	18.46211	21.01441	20.05482	19.71774	20.31856
WP_003517507.1	26.60234	29.13674	24.18015	25.84884	25.87113	25.10435	25.41648	27.44561	30.42122	25.83481	30.37368	29.78718	19.81819	27.9338	27.07966	27.26724	27.56937	29.39269	26.9199	27.04741	29.23807	29.49632	29.82198	29.45546	28.79273	29.70727	29.21255	29.73389
WP_003519477.1	30.96502	30.96109	30.5197	30.99745	30.5041	30.85535	30.96629	31.0308	30.10116	30.55961	30.98845	30.32246	29.77152	30.10665	30.72885	30.27047	30.26252	30.28861	30.63044	30.86173	29.36588	29.34807	30.32937	30.00236	29.0178	28.62039	29.85121	29.59624
WP_003517750.1	26.28426	26.6989	26.97695	26.80749	26.74508	26.43858	26.76605	26.62828	25.30303	26.687	25.72841	26.49649	25.98672	25.60604	26.39147	24.71626	27.44273	25.28493	27.2596	26.5584	23.26437	27.80095	27.09122	24.89301	27.37266	24.72858	27.61689	26.61516
WP_003513566.1	27.56184	27.35326	26.97483	28.12677	26.96163	27.94238	27.39772	28.1605	26.94546	27.92309	28.0323	26.85153	18.91008	22.90701	20.77882	20.59926	18.99548	19.49895	23.77762	19.88888	19.45917	23.89254	23.59552	25.19925	20.10746	19.39511	20.59998	20.04021
WP_003518671.1	25.00762	24.53739	24.21235	24.01569	23.32038	23.84878	24.05904	24.39567	20.72089	24.52522	23.63714	24.21483	24.14151	23.82696	23.8064	24.15197	24.08947	24.22768	24.56997	23.59114	23.46774	24.69719	24.07636	24.25297	23.81497	23.84149	23.84097	23.81757
WP_003519056.1	28.88716	28.98902	28.89155	29.00874	28.95518	29.13931	28.85135	28.57142	28.53164	29.01845	28.53829	28.98899	28.31688	28.33346	28.08131	28.78476	28.22412	28.00423	28.30558	28.28771	26.88829	26.5063	27.58538	27.35658	26.92593	27.73535	26.51777	27.75816
WP_003517165.1	30.32662	30.34769	30.10482	29.92066	30.03977	30.00359	30.41818	30.33911	29.32045	30.48755	30.44392	31.09777	30.15536	30.40853	30.77234	30.62409	30.96995	31.11632	31.02761	30.94215	31.01057	31.08391	30.96601	31.25129	31.09098	31.02535	31.31863	30.98598
WP_003518669.1	27.43576	27.46182	27.49716	27.72294	27.85077	27.92609	27.75444	27.35257	27.82513	27.2775	27.82546	27.53972	29.11321	28.13692	27.99827	28.39438	28.41699	28.39947	28.30715	28.10537	28.89333	29.008	28.51754	28.69381	28.90947	28.79442	28.66744	28.92404
WP_003516448.1	27.53302	26.64846	27.36503	27.09438	27.26431	26.62004	26.54039	26.99352	26.59789	27.28167	26.53796	27.05306	27.17163	26.80124	26.65901	26.36978	26.87172	26.86447	26.70837	26.55457	27.13673	26.97036	26.943	26.75729	27.05341	26.79389	26.55776	27.06447
ADU75731.1	24.59209	25.20813	25.38622	25.11734	25.59401	25.17892	25.27926	25.84469	24.359	23.47227	22.70996	23.92656	27.36802	27.24765	27.14146	28.01107	26.85704	26.63474	26.0035	26.57358	25.64003	25.93102	25.18628	26.57737	24.73955	25.94172	24.11655	24.29075
WP_003514556.1	24.20975	22.43484	24.15974	23.50788	22.71204	23.89734	22.22978	24.07425	22.70295	23.94726	25.13409	22.62248	18.71189	20.18908	20.14128	20.80099	20.66288	18.90774	19.93711	22.76393	18.91924	21.22458	22.47584	19.6302	19.4327	20.8173	20.23471	19.3789
WP_003517163.1	26.16855	26.07487	25.6531	26.52876	24.86312	27.1419	24.69228	25.47884	26.84762	26.40668	26.45271	26.93589	26.46361	26.54551	26.92219	26.7827	26.59645	26.89127	26.723	26.39112	27.33813	26.69045	26.65266	26.5756	27.5598	27.47986	26.78366	27.54405
WP_003515317.1	19.09452	24.5971	20.54205	20.49755	19.78017	19.37234	20.53146	21.28271	19.06978	25.40513	18.1974	25.54048	19.94418	25.99655	24.39247	20.33441	25.66961	24.85462	25.87161	23.83452	25.94582	26.13903	19.87905	19.32072	25.4652	26.05223	19.37735	20.80452
WP_003517145.1	22.87391	20.6561	22.09088	23.11919	22.56857	23.38303	23.13839	23.54705	23.50195	21.94352	23.25868	24.4592	24.27679	24.82529	25.22262	24.16698	24.194	23.9735	23.21406	23.63726	19.95541	22.70972	24.19651	22.34477	24.65006	19.30948	18.83077	24.45649
WP_003515290.1	24.49948	23.76313	25.62107	26.06303	27.6135	26.40301	27.67891	27.34778	25.19262	27.25778	25.98006	28.29293	26.30182	26.14795	24.58669	25.13249	24.81234	25.26925	25.15328	25.35544	25.55335	25.29474	25.3112	25.4414	25.78816	25.56046	25.27323	25.73319
WP_003515663.1	28.17546	26.083	26.61087	26.2766	26.35541	26.35844	25.18637	26.99943	26.1051	27.71568	26.68413	25.65959	26.68191	25.92983	26.79677	26.45389	26.77187	26.75656	26.77608	27.28197	27.0087	27.37718	26.57381	27.27918	26.26887	27.28997	26.83682	27.11351
WP_003512183.1	31.71591	31.52061	31.88558	31.87842	32.30945	32.32937	32.11446	31.82312	30.75909	32.30949	31.26279	31.33107	31.58296	30.10787	31.33814	31.02147	31.34326	31.67432	31.09441	31.88344	32.13696	31.41263	31.27162	31.37963	31.04786	30.0113	31.06356	30.91998
WP_003514554.1	25.42813	24.86556	25.18779	25.15453	25.60182	26.12719	25.33857	25.28483	23.51168	25.662	24.53934	23.88229	24.35879	23.23506	24.07548	24.38999	24.21399	23.78739	24.14748	23.17163	23.20639	23.13116	23.66017	23.80056	23.75472	23.92766	23.03209	23.48372
WP_003517592.1	25.07763	25.41788	25.74611	26.27054	24.02048	25.06733	24.04017	23.08873	22.35313	24.39778	18.29413	22.33895	23.68188	23.00035	25.49743	24.21479	25.40434	23.85048	23.89918	24.53535	22.90716	24.42159	24.66592	24.98922	25.69063	25.39325	25.04776	24.98969
WP_003517147.1	26.50298	26.15271	26.64105	26.1949	26.81999	26.24901	26.29443	26.97291	27.33848	27.13775	27.72629	28.15392	26.34931	26.80659	26.24118	25.96572	26.80011	27.83222	26.67083	26.20835	25.5309	26.96808	27.39364	27.25682	25.69468	25.69646	26.97868	26.95326
WP_003520705.1	23.17873	23.03253	23.55097	23.4217	21.80655	23.31624	22.34128	23.05482	22.18059	19.62635	22.56469	22.77487	21.71155	19.54401	19.04056	19.7052	21.83477	20.59572	21.5653	21.61163	20.16934	18.53735	21.58671	22.24628	20.71299	21.45825	22.05356	21.56155
WP_003515754.1	26.70492	26.52854	26.58367	25.60995	25.67666	26.93726	25.68282	24.84131	26.66576	26.14757	26.38426	26.42045	26.73724	26.31194	26.7355	26.75923	26.92024	26.90809	26.83654	25.88856	26.45136	26.21308	26.42216	26.29233	26.20146	26.1742	25.83094	25.83406
WP_003513126.1	29.15215	28.88632	28.86307	28.85389	29.01642	29.14421	28.94974	29.12803	29.06314	29.05226	28.89868	28.8168	28.77882	28.95033	28.90767	28.89221	28.93199	29.14639	29.05302	28.7539	28.81863	28.69755	28.68917	28.90993	28.62315	28.48794	28.73663	28.38019
WP_003517982.1	22.45344	20.7436	21.32936	21.51868	20.81223	22.04893	18.16066	21.92004	18.54317	21.43006	18.9538	19.70683	20.48682	21.88299	20.33801	21.06163	20.01145	19.93625	22.77496	20.45137	20.35089	18.77152	19.27317	19.60494	20.18467	20.15553	19.8797	19.29306
WP_003515869.1	25.92997	25.7092	26.51442	26.04674	25.98242	26.23599	25.99582	26.28181	25.6532	26.38779	25.34313	25.85172	26.53538	25.85141	26.71382	26.09794	25.86454	25.97934	26.27305	26.57853	25.62674	25.71035	26.44224	26.15759	25.77011	25.65397	25.7067	25.13805
WP_003514573.1	24.95814	24.71813	25.4551	26.48316	26.39283	25.37799	26.37317	26.50533	19.9932	25.40463	25.05242	25.20296	26.21979	24.99215	25.08758	19.62354	25.92701	25.85507	25.40597	26.1224	24.23324	26.25636	25.50979	25.60533	26.93697	26.90591	25.9652	26.64026
WP_003517177.1	25.60756	25.25056	24.63925	25.23719	24.96578	25.36141	25.09238	26.1628	23.82976	25.50129	24.21962	23.47858	24.08738	23.80337	24.25925	23.85877	24.07095	23.99357	24.46962	24.10799	22.82577	21.05046	22.77318	23.66871	19.78548	23.36184	22.59581	24.96455
WP_003518814.1	25.68785	25.9803	25.49424	26.00957	23.70828	26.96249	24.5936	25.76701	25.68034	26.32241	25.91028	25.68537	24.95205	23.82108	21.822	24.64641	25.32352	25.03827	23.59598	24.30675	24.70008	23.44957	25.65258	25.16015	24.31678	24.7826	25.83483	19.73918
WP_003517984.1	26.69154	25.99945	26.85774	25.69573	27.36761	25.89534	25.53496	26.36801	27.77298	26.87747	26.7294	27.08961	26.28984	25.11952	26.9961	24.80925	26.05078	25.8907	26.94249	26.41938	26.38805	26.79449	26.78212	27.24828	25.05415	25.83918	26.94125	25.88321
WP_003512807.1	22.65381	23.64528	24.08742	21.71894	22.62951	24.2457	20.56601	20.15493	23.43259	23.19891	19.78436	22.20626	24.40355	23.90862	24.04348	24.67876	24.12105	25.16198	23.99431	24.08642	23.69623	24.32457	24.03717	22.68044	24.42273	23.4353	24.28614	25.20452
WP_003514575.1	25.78872	25.95815	26.81647	25.67613	26.23943	25.78214	25.41295	26.09224	25.98774	25.98678	25.54588	25.48025	25.21573	25.88029	25.34442	25.25232	26.11233	25.95673	25.8915	25.90254	25.61946	26.31387	26.32425	26.3295	26.6531	26.74129	26.87398	26.70879
WP_003513122.1	19.48299	22.37441	22.86393	21.97669	19.82453	23.94367	22.19486	20.1284	18.44021	20.23042	19.53607	22.95637	19.35633	20.93462	20.60719	23.49417	23.13938	18.79767	19.64231	19.3636	22.67226	22.69817	20.85192	20.2505	22.94507	22.72626	20.09627	20.14115
WP_003514095.1	24.7254	19.74425	22.90947	24.19616	20.00676	19.87281	20.4782	20.911	18.53397	26.02843	24.8469	24.62645	23.95452	23.50584	24.83873	24.7049	25.36764	20.13975	19.91305	24.3391	25.05269	25.50783	19.97187	17.98872	23.52854	25.75632	25.92434	23.19769
WP_003517153.1	25.32669	24.87609	25.37615	25.79926	25.02425	24.98041	25.37853	25.26008	24.12006	25.94529	24.60687	25.18364	24.66799	24.73095	23.46054	24.36466	23.90175	23.7856	24.57752	23.95912	25.43221	24.1972	23.79725	24.36364	24.32951	23.84642	23.84778	24.77287
WP_003513615.1	28.25796	27.8862	27.9549	27.9426	28.40191	27.83233	28.15348	27.52414	27.89499	28.26883	27.95267	28.44388	25.16994	25.97039	25.12234	26.16618	25.78433	25.89965	26.34622	26.3322	25.35869	25.3895	26.41177	26.40743	24.19973	24.97296	26.17867	26.29779
WP_003516767.1	23.9184	25.35099	26.07245	25.96422	23.84492	27.07009	23.95223	25.95563	26.3184	19.6946	25.15486	25.51395	25.92703	23.93391	23.64569	25.4424	23.95014	25.77561	25.38744	26.13088	25.93971	25.84604	25.17027	23.90801	25.00979	26.46613	26.46187	26.37509
WP_003517752.1	26.87656	25.93842	26.70756	26.51951	26.53476	26.22354	26.32704	27.05459	26.44064	26.48652	26.4918	26.91064	26.53517	26.19403	26.53149	26.63974	26.92167	26.34466	26.45173	25.85772	25.82722	26.32237	26.48367	26.51406	25.85597	26.39281	25.80207	26.17372
WP_003517204.1	23.25627	23.50291	23.50487	23.44584	23.3997	23.38144	24.3925	23.44776	24.27725	19.14319	19.15005	22.89173	24.37959	22.4564	24.85395	24.82633	24.47529	25.48446	24.56368	25.17933	24.96536	24.41999	25.08475	25.10731	23.65916	24.12582	24.21413	24.24108
WP_003513404.1	22.48782	22.30585	21.82084	22.30238	21.92113	20.67775	18.97585	22.02759	19.17338	20.66904	22.05309	20.6131	20.22842	19.46029	19.72347	20.43046	22.27796	20.41819	20.528	21.89546	20.07409	21.12741	21.65426	21.78955	19.47216	19.59931	21.63458	21.61795
WP_003515387.1	23.30949	22.81814	24.82046	24.41167	24.50563	25.28255	25.29765	27.10264	19.97842	24.15083	24.55726	26.00055	23.38102	21.77246	23.55038	23.082	24.33025	23.64046	18.37348	24.90987	22.95842	24.22456	25.59748	23.2443	19.43514	23.96875	25.75522	22.49721
WP_003517992.1	20.29738	25.46409	25.62649	24.26688	20.03944	23.56712	25.70671	25.29449	25.68506	25.51605	19.74848	19.68107	20.26868	20.28754	19.40868	19.89996	25.49298	19.50407	26.74131	26.021	19.41648	19.35616	19.87303	18.13751	19.42316	18.98426	20.28005	19.58359
WP_003521649.1	23.27924	22.50339	23.0346	22.90853	23.10726	23.46178	22.64561	22.79685	22.8027	22.18836	22.38036	21.01644	22.32973	19.74368	22.33916	22.79084	18.88676	22.48143	18.51521	21.39219	20.83414	21.87504	20.41788	22.17083	18.64345	19.92688	22.57425	23.08721
WP_003514503.1	25.39257	23.70681	20.44242	23.89636	24.16392	19.51694	23.64399	23.19704	23.89906	23.83856	23.21552	23.62395	20.24518	19.14228	19.27417	19.31335	20.21247	21.46575	20.06551	21.53467	19.33112	18.10883	25.12195	24.30285	19.0575	19.17021	22.94437	18.96706
WP_003512687.1	28.26074	26.16484	26.26031	25.27452	26.67187	25.97447	27.08497	26.71173	27.50359	26.78228	19.40062	28.15719	27.07508	27.99695	26.97529	26.74507	26.1726	25.3401	27.0603	26.09929	27.35685	26.7034	27.13529	26.8148	26.96417	26.44307	25.74161	26.92982
WP_003516870.1	21.81057	20.41813	21.7145	21.88064	22.09385	20.81324	21.60253	22.1628	21.70439	23.86032	21.19097	21.17263	24.04144	22.5419	23.98528	24.23335	23.35926	23.38486	24.0732	23.30506	22.75895	23.52797	23.24374	22.94179	23.68851	23.46144	24.07229	22.83221
WP_003515024.1	31.56983	31.30313	31.2541	31.26388	28.04199	28.68918	31.33303	27.12572	19.73776	19.97762	29.75771	30.44215	21.46323	27.52166	19.21818	27.22007	20.48751	19.17845	19.98938	20.25432	20.17447	19.77425	19.55353	27.75945	19.70267	19.08155	19.99984	19.91195
WP_003516320.1	19.93627	20.29092	19.46243	20.44336	23.17107	20.22722	23.29915	19.40179	19.36359	19.5033	20.27488	18.3496	19.03069	20.06397	18.26366	20.21238	19.58455	19.03932	19.28749	19.88218	19.62003	20.63746	19.58997	19.76499	18.46328	20.94563	19.33413	19.15345
WP_003512220.1	19.10491	20.03453	24.72877	24.08282	23.54741	25.18846	19.80385	23.71075	19.94364	24.72117	19.17648	25.64864	24.61154	25.63353	28.23526	25.47593	19.26289	18.9814	25.15857	19.27661	19.00694	19.32975	24.33583	23.68376	24.02604	25.04197	28.89463	26.19163
WP_003517588.1	26.40875	25.28288	24.6839	22.62744	26.14273	26.21901	25.75906	25.99518	26.56875	25.25267	19.805	26.64308	28.86498	27.83026	27.38935	28.13572	28.90764	26.5058	27.15218	26.41505	25.9774	25.59834	26.35555	28.81956	26.27687	25.8341	25.82996	25.74281
WP_003515501.1	23.82788	23.10729	23.69559	21.78818	23.06174	24.53199	18.39425	24.15061	22.41083	23.08059	20.40102	23.18262	24.61741	24.34114	24.77695	24.17014	24.07346	24.2371	24.40213	24.44011	21.98227	23.69637	23.00895	24.23532	23.99183	24.01542	22.79561	23.77157
WP_003517436.1	26.69412	26.04871	24.99108	27.07331	26.10568	27.60668	27.16665	27.24102	27.14239	26.72566	26.8388	27.06514	28.35494	27.03315	26.00894	26.1933	28.20212	26.89825	26.6725	26.2911	28.14336	27.49077	28.43394	27.10989	27.20332	26.75254	26.67656	27.21197
WP_003517088.1	28.84244	29.04235	29.26588	29.30325	28.64305	29.03871	28.57409	29.35127	28.93637	29.08862	29.17481	28.85342	29.61327	29.27209	29.08175	29.30932	29.36062	29.63769	29.52054	29.38913	29.72551	29.39178	29.47051	29.5447	29.633	29.57447	29.91152	29.46741
WP_003517249.1	21.69829	18.88052	21.60507	23.02489	22.62474	22.346	22.54358	22.81555	19.60647	25.42473	19.50041	21.44086	23.32271	23.69043	22.07248	19.4907	23.44034	23.26618	22.56695	23.44556	23.23287	19.55362	23.45388	19.68507	22.57177	23.07436	24.10652	23.37049
WP_003517657.1	25.15046	22.89579	24.36611	25.87402	26.025	25.33216	25.46348	25.18262	22.79632	19.48433	25.31731	26.13139	21.52783	26.11017	25.36943	25.96552	25.12195	24.62617	25.15477	24.67794	25.71037	25.23405	24.57633	18.94824	24.44757	24.30966	24.84676	25.21309
WP_003515849.1	30.72423	30.60002	30.47731	30.68762	30.50427	30.65736	30.60718	30.40189	30.80663	30.32204	30.44931	30.96041	31.16199	30.8415	30.55054	30.34277	30.64356	30.88468	30.42777	31.02649	31.21006	31.30272	31.17345	31.25519	31.04071	31.13226	31.33156	31.20876
WP_003517800.1	23.86028	23.57908	23.17564	23.53418	24.02582	23.44625	22.73338	23.74455	20.45388	19.64329	19.37732	23.89813	22.59703	19.3241	19.99219	19.40615	19.12546	17.99405	19.01628	22.36947	19.94655	19.51034	19.0069	18.66352	19.26539	20.44005	21.67145	19.06458
WP_003515758.1	27.88077	27.55759	28.03769	26.77199	27.06344	26.3199	25.92221	26.24269	26.23514	26.37078	25.67592	26.26794	24.97357	26.91362	23.11565	24.6556	19.06824	25.52954	23.54044	20.85456	25.95443	25.5403	23.29718	25.31351	24.63549	20.59947	26.486	25.81129
WP_003515507.1	26.45004	26.76464	27.13552	26.55822	25.77781	27.59311	27.11737	26.624	26.32853	26.2412	27.67261	27.04164	27.73397	26.66229	27.45167	26.42592	26.87271	27.45927	26.93398	26.39227	27.94837	26.99527	25.92771	27.0318	26.453	25.90285	27.52659	27.8393
WP_003514463.1	19.9778	19.76134	19.96968	20.34196	27.32475	23.33344	27.10208	27.48111	26.1966	27.16391	25.76194	26.87226	20.11185	22.38579	19.06929	21.18403	21.67242	19.78203	18.77022	21.2219	19.1923	21.25329	20.67162	21.90847	18.27378	19.02503	21.49687	20.93317
WP_003512363.1	25.92653	27.19641	29.05861	27.75423	26.03075	28.00706	26.64524	28.79242	29.93774	29.69097	29.55566	29.17298	27.2818	28.69734	27.84074	27.46866	28.70274	28.93618	28.36195	28.91494	28.02715	29.13438	29.41411	29.15651	28.75873	27.89359	29.00993	29.37382
WP_003513400.1	24.21106	24.18793	24.76778	22.7913	23.86888	24.86756	23.71335	24.48093	24.36148	24.49304	23.76353	24.18383	23.79506	23.30247	23.7728	23.86144	23.59625	23.57387	23.70501	23.54688	24.05764	23.68938	23.44237	23.93388	23.2768	23.0023	23.97069	24.24777
WP_003517802.1	24.11091	22.17258	23.93942	23.55042	24.5927	23.87663	23.98821	21.77799	19.38922	25.66534	20.47423	23.44832	23.74346	24.25718	24.27291	24.55826	23.1597	24.06965	24.43928	24.01965	23.61039	19.60296	23.98904	23.88087	23.90089	22.10154	24.34627	24.08674
WP_003517491.1	27.89555	27.6062	28.23134	28.18065	28.05659	27.97953	28.3291	28.25585	28.69633	27.49025	28.18308	27.99717	27.79394	27.27798	27.44328	27.52642	27.65097	27.89161	27.49127	27.5542	27.87296	28.38791	28.49296	28.32679	28.5262	28.42117	28.23514	28.51153
WP_003520820.1	32.83389	32.46194	32.26685	32.87851	32.36138	32.38795	32.35527	32.34028	29.38523	32.91414	32.71427	32.91248	32.00671	32.67064	33.3676	32.74728	33.51873	33.65351	32.81011	33.57083	33.34989	33.45123	32.09041	33.58423	32.60201	31.78535	33.73298	32.50851
WP_003518120.1	23.79751	25.90839	26.41092	26.86096	26.42489	27.55801	26.55857	25.98508	26.14443	26.28132	23.50711	22.65633	25.94874	24.41422	25.34462	27.14094	24.92272	26.71907	26.22147	24.13957	26.08478	25.25194	24.35246	24.74751	26.03021	24.81553	24.68701	24.79849
WP_003517754.1	23.78901	20.30028	24.03234	24.81766	24.13755	25.10626	26.50752	24.89137	24.85106	25.20759	19.01741	24.86725	25.8313	25.06873	24.99324	25.0627	18.09293	18.82739	25.33769	25.44809	25.57241	24.99036	24.59866	24.36478	25.08796	25.00212	24.75889	25.67346
WP_003516862.1	21.3345	23.62417	24.34858	23.19235	24.2734	23.51881	24.25802	23.7011	19.99843	23.12799	23.51079	24.13503	23.2167	19.23742	21.41178	20.70183	23.34033	23.69716	23.51857	23.81087	19.10392	19.7577	23.1167	18.40522	19.25211	22.95231	22.24291	20.42636
WP_003513402.1	22.92257	21.68997	22.93361	21.90571	21.44223	21.9638	21.89457	19.53631	20.57614	20.09696	23.25323	19.5349	19.8254	21.06011	18.82768	22.85114	19.85911	21.25045	20.06248	21.78415	21.82533	20.49771	21.64834	21.9303	19.52089	21.04443	21.76776	23.27442
WP_003512983.1	25.04734	24.54549	24.3914	25.40092	24.99621	23.69571	20.33364	22.74955	19.7032	24.35594	23.16798	24.69511	22.65086	20.56575	19.05287	20.85388	22.73673	18.57746	20.60925	19.97496	20.96206	19.14984	20.02124	22.79983	20.29161	19.37842	20.76925	20.58617
WP_003515841.1	25.01221	22.8658	21.45997	22.20001	21.55511	21.77864	22.05192	23.63536	23.21127	23.97157	21.82017	21.92012	22.58332	23.35752	22.18027	22.60549	21.65479	22.2509	21.94932	22.28925	22.62063	22.65569	22.6144	20.16637	21.46189	23.7937	22.9649	21.10069
WP_003518593.1	27.1544	27.12665	27.40623	26.90903	27.48988	27.81965	27.4276	27.54712	27.25029	26.98205	26.57338	26.99247	27.41566	26.72827	27.01483	27.67391	26.39906	26.81582	27.15845	27.15639	26.04171	26.55321	26.18184	26.74487	27.21725	27.07561	26.69375	27.61183
WP_003518136.1	22.95859	19.0117	20.37048	22.81548	22.43243	23.1365	22.94304	22.45447	19.58388	23.05356	22.23095	22.45054	20.08846	22.69522	21.24433	22.82429	23.00315	23.35592	22.79926	19.87617	20.45809	23.09629	23.1569	23.26365	21.98091	23.80602	19.24773	19.00792
WP_003517208.1	26.94142	26.7469	26.7068	26.28898	26.17787	25.40618	25.78757	27.02739	25.75284	26.70293	26.10382	26.30887	27.69065	27.5394	27.52371	27.83019	28.19209	28.18508	27.73263	27.88381	27.88881	27.85741	27.84832	28.00147	27.4361	27.62373	27.72625	27.29113
