Protein	hpt_T1_rep1	hpt_T1_rep2	hpt_T1_rep3	hpt_T1_rep4	hpt_T2_rep1	hpt_T2_rep2	hpt_T2_rep3	hpt_T2_rep4	hpt_T3_rep1	hpt_T3_rep2	hpt_T3_rep3	hpt_T3_rep4	LL1210_T1_rep1	LL1210_T1_rep2	LL1210_T1_rep3	LL1210_T1_rep4	LL1210_T2_rep1	LL1210_T2_rep2	LL1210_T2_rep3	LL1210_T2_rep4	LL1210_T3_rep1	LL1210_T3_rep2	LL1210_T3_rep3	LL1210_T3_rep4	LL1210_T4_rep1	LL1210_T4_rep2	LL1210_T4_rep3	LL1210_T4_rep4
WP_003517778.1	29.63519	29.33827	29.22032	28.86006	28.42782	28.96768	28.9334	28.76901	29.41507	28.51039	28.70152	28.94939	29.29234	29.24135	29.5334	28.92225	28.88995	28.5643	28.73064	28.57347	28.50531	29.10981	28.14544	28.08188	28.77953	28.83299	28.63296	28.31848
WP_003517457.1	25.59634	26.03368	23.78116	24.32298	24.34442	23.02079	24.46627	23.97845	27.18082	25.08744	22.12336	25.73551	23.63447	24.84033	25.23729	23.92056	25.36856	24.47871	25.92205	24.16923	24.35949	25.81234	25.05891	25.0081	26.09151	26.41426	24.02637	26.72801
WP_003515764.1	28.3291	28.14403	28.546	28.42664	28.5248	27.80307	28.15041	27.70745	29.12707	27.83418	27.96713	27.91541	28.02289	28.21366	27.45341	27.45491	28.02994	28.15875	27.99597	28.0557	27.41811	27.8938	28.06978	28.00204	27.94622	28.15341	27.96954	28.00245
WP_003516351.1	25.51326	23.95625	25.58389	25.66177	23.97962	23.60808	23.56588	24.31435	23.41545	23.98153	23.07138	22.99858	25.92835	25.85072	25.26249	25.85431	25.39311	25.21586	24.81417	25.97294	24.59077	24.55827	24.83264	24.86152	24.58022	24.92443	24.8102	24.81325
WP_003515847.1	26.32743	26.3257	26.50316	25.96479	26.57662	27.13358	26.52404	26.7786	25.13671	26.23263	24.70897	26.04902	27.64709	27.57078	27.56887	27.05232	27.64701	27.92351	27.84103	27.54065	27.48928	27.83228	27.74013	27.45609	27.39392	27.72048	27.26202	26.8614
WP_003519332.1	25.55822	28.6003	26.53461	27.00939	28.89703	26.16767	26.90418	25.08279	22.46397	26.98149	19.8559	22.76357	23.56318	25.1369	24.88782	25.19542	22.87341	23.60125	25.59079	24.96284	22.27987	23.26363	22.76037	22.93963	23.32774	23.01571	23.02921	22.81165
WP_003518444.1	24.96455	24.71006	24.03962	28.09073	28.43873	28.2489	25.60996	26.38327	28.40695	27.61119	26.86746	25.92614	26.28664	26.44164	27.12213	26.41407	27.44003	27.42283	26.12567	24.15526	22.12157	22.65217	26.20797	25.88504	22.21281	22.67796	26.32623	22.35301
WP_003518745.1	22.22368	21.13976	21.96787	23.90499	23.36293	21.64847	22.76012	23.72653	22.74184	22.98886	20.53221	21.44674	23.64205	22.05018	21.88256	22.91315	22.12714	18.8104	24.43304	24.80651	23.17924	25.42579	22.7202	23.0672	22.83099	22.96576	22.73701	21.81112
WP_003515762.1	27.25668	26.64848	27.56952	27.21379	26.54464	26.98935	26.90507	27.24109	27.09259	28.2699	27.34932	27.43586	26.83645	25.90279	26.66669	26.35677	26.4547	26.70171	26.97388	26.53775	26.36101	26.67768	26.62468	26.22672	26.98065	27.03349	26.74142	26.36148
WP_003515855.1	28.34151	28.12352	28.28131	28.48266	27.92847	28.44182	28.38732	28.19579	28.86026	28.24129	28.41064	28.42552	28.01314	28.50985	28.55948	28.21513	28.42632	28.37555	28.50636	28.25759	28.83942	28.60934	28.72854	28.79226	27.99645	28.09029	28.18872	28.13667
WP_003519334.1	29.19409	28.78778	28.73253	28.77001	28.59339	27.51029	28.46493	28.51107	29.64384	28.2453	28.31144	28.3685	28.37427	28.41284	28.66531	28.80115	28.56388	28.71129	28.75444	28.71903	28.34861	28.52186	28.65754	28.18023	28.31219	28.39956	28.28745	28.45708
WP_003518743.1	22.20279	23.38417	22.78423	23.40068	22.82637	22.83801	23.1075	22.80591	20.6471	22.15634	22.26028	21.67264	20.68598	22.06785	19.61507	22.88878	22.73997	21.67712	22.82908	22.21634	21.75777	21.91716	21.9721	22.47073	22.87698	22.19956	22.76344	22.07889
WP_003512370.1	24.47831	25.86339	24.47065	23.27728	23.87218	23.26691	25.21113	24.79103	24.48331	23.43497	24.91993	24.06295	23.82892	24.21191	26.57816	25.08813	24.25906	24.01771	26.34014	25.26741	29.93423	24.41494	25.03944	24.8525	24.74221	23.9004	26.38839	23.82024
WP_003514668.1	24.96403	26.49283	18.96653	27.42374	25.88878	27.56069	18.32708	24.49183	19.23504	25.3556	24.00067	23.90886	23.95305	20.72164	18.41561	19.35223	18.91611	21.07725	19.55188	20.42074	20.61701	19.5119	18.89836	19.7618	23.69976	19.98639	20.10146	21.03221
WP_003515873.1	23.20613	24.24909	21.48571	23.79504	24.54791	25.575	23.9409	23.75058	23.96658	24.96088	23.18008	24.08869	23.8805	21.83538	22.49787	22.66486	23.50133	23.92198	24.04786	23.13301	23.65211	24.78352	23.75921	23.26717	25.04016	23.49798	24.07813	24.38647
WP_003514181.1	27.0388	27.94896	27.35102	27.12418	27.30686	28.78821	26.65652	27.83803	28.21037	27.52506	28.08747	27.5866	27.07824	25.78664	27.12111	26.80424	27.64085	26.83724	27.48721	27.95216	26.81684	26.90355	27.13098	27.29105	26.83211	27.15711	27.17591	27.44422
WP_003515871.1	24.87261	25.03788	25.24417	24.6849	24.99582	25.94004	25.3103	24.7934	26.10154	25.58934	25.37462	25.10048	25.19105	25.14091	25.50553	24.85151	25.34527	25.50813	25.73558	25.22812	25.243	24.56165	25.12305	25.3392	25.28625	25.34144	25.07688	24.86185
WP_003513581.1	31.81315	30.99249	30.65037	31.61748	30.21515	31.67645	31.94042	31.47032	30.39063	31.2637	31.51207	31.9477	29.02826	28.95211	29.596	29.01773	29.0568	29.8453	29.47631	29.45023	29.50461	29.94777	30.1271	30.58228	29.32297	29.9175	30.6131	30.33015
WP_003514861.1	19.55558	21.08944	19.18324	19.86083	20.38779	20.75065	20.1106	20.50341	20.7033	20.65845	19.80974	19.50926	18.73025	24.87959	24.97441	24.63336	18.66924	25.01185	24.96242	19.55683	19.04757	23.76723	20.49653	20.3358	19.12708	24.59716	23.65393	24.87173
WP_003512374.1	20.07077	20.47012	19.62241	20.26874	19.86991	19.85463	19.14932	25.8617	20.00302	20.7197	20.53185	25.39451	20.23661	24.73217	25.03231	21.27826	24.26674	19.39194	25.40596	24.58257	25.46693	25.67731	24.85735	25.14705	26.27986	26.24062	25.82818	26.40299
WP_003517742.1	24.55294	24.71114	25.03399	25.07469	25.07366	23.77702	25.30073	24.46776	23.72053	25.40646	24.62941	24.3362	25.001	23.45613	23.52577	23.66253	23.68159	23.70986	23.31773	19.59325	23.59508	23.57949	23.77547	24.04184	23.97277	24.099	23.9702	24.06907
WP_003515511.1	25.36509	25.59524	24.63543	25.085	25.3236	25.99533	25.50584	25.24179	24.32761	25.48339	24.62443	25.40935	25.15484	25.19868	24.53794	24.3295	25.12383	25.04423	26.56163	25.16743	25.05126	26.18874	24.52347	25.54914	24.87605	25.54035	24.13633	25.17521
WP_003515405.1	29.74493	29.69983	29.50624	29.52421	29.73795	29.81511	29.19942	29.33544	29.47089	29.7237	29.35591	29.09123	29.53583	29.13056	29.27867	29.35815	29.34226	29.72163	29.4765	29.50133	29.71969	29.67433	29.93421	29.58884	29.82309	29.65714	30.03329	29.53345
WP_003514440.1	20.6046	21.55963	20.97606	18.83986	26.159	20.39181	25.33085	25.59937	25.54657	22.24305	23.32737	24.46771	20.16264	21.15672	20.84719	19.68929	18.89933	18.15122	20.05597	19.01048	21.06055	22.79325	19.59502	19.22579	19.88104	21.07664	18.91955	19.36217
WP_003517254.1	19.20712	25.75033	25.61365	28.55716	24.84947	20.13987	26.89028	25.13262	27.58558	27.21314	20.91409	22.8776	19.48064	19.52769	23.65706	28.64915	26.72825	19.8078	26.03769	20.67436	27.26052	28.06556	19.27389	20.13472	28.3022	28.61122	19.87074	27.3021
WP_003519255.1	22.34934	21.03285	23.57289	21.7153	22.60495	22.3262	21.77459	20.87857	20.51115	21.50149	20.38986	20.16433	21.44167	20.12216	21.21991	21.37546	19.89757	22.24783	19.46732	20.55595	19.39984	19.04041	19.80818	20.21552	20.72965	20.38406	19.10719	19.61527
WP_003519151.1	26.65472	25.44777	25.68309	26.12065	26.91598	25.6389	26.64307	26.16636	25.70534	25.84117	25.7107	25.16055	26.05082	26.33547	25.37122	26.26284	26.16988	25.59072	25.48691	26.34722	26.74787	25.99698	26.94975	26.18155	26.27013	26.88323	26.37096	26.42303
WP_003516591.1	26.22523	26.51433	26.78108	26.58225	26.72367	25.6779	26.78741	26.59146	26.64173	26.42622	26.0911	26.51811	27.29139	26.8957	26.91483	26.63488	27.05209	26.86806	26.83524	26.84553	27.11673	27.0947	26.76078	26.63157	27.11999	26.90542	26.59814	26.63906
ADU73719.1	23.72178	23.87614	26.07435	25.829	20.51485	24.29318	23.5352	19.86592	26.0647	25.12653	25.14492	24.29042	24.3594	24.23894	26.10297	27.06628	25.53205	26.42023	26.03605	26.86126	27.21814	25.00579	25.37469	26.35858	24.8719	25.36292	25.66464	24.25196
WP_003518898.1	28.02566	29.07351	29.10298	30.14947	30.51518	30.10238	30.71189	27.84221	20.70295	29.99424	29.99675	29.98013	26.29763	25.65544	27.11554	26.91822	28.07012	28.5332	25.94998	28.30842	26.17779	27.99907	25.34059	27.92226	28.96559	26.51927	28.46629	28.6799
WP_003516593.1	21.61269	21.87845	19.73402	19.57215	21.93795	22.9261	20.10069	20.05398	21.07344	20.56147	20.96339	17.86924	19.21711	19.81258	19.58967	20.26914	21.13853	20.66644	21.00117	20.0243	21.82386	21.19854	19.13667	19.75497	20.50562	19.46803	19.01773	19.97161
WP_003520980.1	29.18184	29.34648	29.30988	29.26876	28.91877	28.91462	29.105	29.63912	29.2649	29.73875	29.22994	29.5339	29.99189	30.15447	29.63099	30.12081	30.20521	30.40097	29.62468	30.60343	30.72466	30.55206	30.02237	30.625	30.46692	30.08532	30.47039	30.45746
WP_003513826.1	28.26633	28.21099	28.72314	28.63498	28.0444	28.19768	28.19464	27.55245	28.2482	28.10373	27.5573	28.3533	27.58564	27.94939	27.68938	27.32145	27.99637	27.40979	27.16474	28.08926	27.83473	27.48541	27.72054	26.95579	27.19421	27.61847	27.18124	27.40127
WP_003511577.1	25.29713	25.68716	23.52523	25.53776	25.98591	25.21067	25.92635	24.73743	26.68789	25.49542	24.62062	27.34758	26.22442	26.72878	27.89538	27.16296	26.67665	27.37119	24.66444	26.26252	28.33953	25.97102	26.77375	27.36719	27.2609	27.51664	27.79333	26.76035
WP_003518755.1	22.28582	20.9944	22.84158	23.77046	23.04262	23.98954	23.0212	22.67379	22.27095	21.92699	18.84164	18.02022	24.75629	23.61773	23.77378	23.95417	24.85296	23.83912	24.05548	23.89865	23.82624	23.80609	24.23404	22.97494	24.73193	23.98553	23.4172	24.41491
WP_003513535.1	28.46576	28.67912	28.31029	28.75551	25.28712	25.22487	29.25822	26.65912	25.53813	28.45945	27.52147	25.92576	23.89748	27.42629	28.69971	24.98139	23.96737	23.87457	28.37485	26.89707	24.87812	24.4418	27.12366	23.75209	23.54916	23.4982	27.52422	27.85475
WP_003516581.1	24.14947	22.85913	22.85384	23.07488	22.80077	22.13098	22.27043	22.1583	22.02697	22.00124	20.16251	21.72277	23.40964	22.19523	24.08851	23.17536	23.75496	23.36472	23.41595	23.50751	23.68334	23.38692	22.45934	22.375	22.48694	22.66508	23.39045	22.52162
WP_003512922.1	19.71989	23.58715	22.9157	19.06043	20.6992	19.0059	22.79764	22.82	20.56532	22.47647	21.07068	19.67167	23.20304	21.18821	19.80494	19.96717	19.47378	19.36566	20.14615	23.63422	20.00588	20.48616	19.07955	19.13702	19.96161	20.25525	20.89875	19.65423
WP_003520797.1	27.00266	27.48058	27.95926	27.44122	27.36438	27.16012	27.26025	27.29973	26.82242	28.70881	27.33394	26.67098	27.61563	27.37039	27.44765	27.56233	27.96762	27.8484	27.54626	27.68488	27.31383	27.98056	28.33841	27.70635	27.49274	27.98037	27.9315	27.22972
WP_003511913.1	24.08357	25.56237	21.37079	24.39458	24.25198	26.67507	21.6007	26.1755	21.12123	26.76975	20.44635	27.17523	23.50171	25.41457	25.22753	23.52866	24.8976	25.33997	24.21182	24.65523	25.40816	24.28975	24.53398	25.72671	23.83208	23.89793	23.82815	23.70578
WP_003518757.1	27.24599	27.12177	26.67301	27.29404	27.01604	28.2825	27.21175	26.92222	26.8067	25.32109	26.33229	27.18204	27.57718	27.01586	27.09208	27.49246	27.73315	28.16329	27.26194	27.46568	26.29829	27.56779	27.10321	27.57	26.76935	27.19898	27.87874	26.98667
WP_003517659.1	24.44133	18.84276	19.10246	24.6039	24.56932	19.87143	21.27838	25.21849	19.06466	25.28256	18.64803	25.12697	23.46012	25.2851	24.6927	21.30898	24.37176	24.54051	25.06086	24.39945	19.69027	24.35485	24.38613	24.54102	24.42609	24.32994	24.12403	23.79468
WP_003519966.1	27.98389	27.9138	27.5734	27.44875	27.86304	27.39806	27.58536	27.97461	27.11261	28.3084	27.81961	27.45377	27.27951	27.12471	27.79757	28.0073	27.90542	28.32323	27.92119	27.50519	27.74403	27.61691	27.54525	28.2985	28.25113	27.83758	28.35547	27.96786
WP_003512665.1	20.54459	19.42816	19.13327	19.50739	18.39979	20.40101	19.58028	24.20974	21.22523	25.31138	20.00273	25.28883	18.97803	19.61531	19.76333	19.77475	18.24819	19.58834	20.05012	18.90199	21.09265	19.30499	18.10581	20.74724	20.25219	20.5833	20.38857	21.06449
WP_003512262.1	26.15001	26.54372	26.66114	26.93801	27.8915	27.12786	27.09171	26.54081	26.58582	26.98874	28.27862	28.65315	28.4932	27.39018	27.029	28.27945	29.37834	28.46765	27.83492	26.82652	27.87397	28.01262	28.49906	28.48935	27.38074	27.92884	27.75879	27.41769
WP_003517004.1	29.7817	29.47303	29.72419	29.87894	29.60014	29.82064	29.62572	28.72696	29.00613	29.56658	28.72839	29.22673	30.53477	29.12231	28.7856	28.9933	28.97785	29.304	28.78916	29.2211	29.72899	28.8639	29.1973	28.97266	29.03909	29.0522	28.78082	29.19695
WP_003511915.1	28.24895	25.78974	25.84626	27.55928	25.72852	25.77884	28.70221	24.60408	25.81952	26.01022	24.65361	25.77175	25.79706	24.70225	25.77478	25.59253	25.24374	25.38191	26.72164	25.1306	26.46131	26.06317	26.07854	26.06199	25.90297	26.16256	25.53322	25.84722
WP_003513523.1	29.17759	29.20913	26.15073	29.08599	22.57718	28.85725	28.89706	26.26785	28.40856	29.70897	29.41216	29.01284	26.91557	26.12456	28.9819	27.85068	29.26064	30.02932	25.15759	28.86443	28.24387	30.09281	26.40429	29.84828	28.92531	28.23817	29.42236	28.96686
WP_003514859.1	19.35528	19.7531	20.80594	19.62099	23.91393	19.1348	21.7986	21.32279	20.62008	18.85746	18.42212	26.1144	26.10471	27.33928	26.453	26.97438	25.12937	26.96262	26.28366	26.24388	25.28456	25.98044	25.78347	26.50439	25.77516	25.64215	20.54945	26.38851
WP_003518684.1	28.77821	29.07954	28.94174	28.8973	29.0369	29.09746	28.9373	29.08248	28.37338	28.82928	28.58027	28.60668	29.10751	28.43176	28.97683	28.42598	28.33685	28.53429	28.86957	28.69417	29.1054	27.49271	28.47415	28.40819	26.10357	26.25416	29.19535	26.29859
WP_003518007.1	27.87533	27.78009	27.07587	28.02316	28.66038	28.28864	28.03709	28.27948	18.877	27.15154	28.31598	27.29096	27.17787	27.44347	26.85483	27.2195	28.02822	27.39589	27.47381	27.95358	27.37993	27.39348	27.84368	27.74512	27.78189	28.70568	27.51135	26.28405
WP_003516278.1	22.68404	23.20953	22.2073	23.44797	23.54196	22.80007	22.31094	23.8991	23.16252	23.05576	23.2892	23.24306	23.75581	22.29257	22.90505	23.50618	23.54502	23.33292	22.90065	23.58143	22.85766	22.24039	22.74211	23.18403	23.04774	22.74862	23.03565	21.06047
WP_003516211.1	28.72562	27.35883	28.1078	28.51534	27.03313	28.89694	28.46827	28.38301	27.78542	28.57404	28.03998	28.65599	28.27496	28.42564	28.24226	28.43281	28.1699	28.3438	28.22726	28.53451	28.0577	27.74708	28.12523	26.98303	27.55761	26.29611	27.33816	27.84489
WP_003513521.1	30.01684	30.10964	29.47251	30.05653	30.31837	29.18501	29.91058	29.59444	29.61459	29.78136	29.05607	30.74893	29.55894	29.43158	29.02604	29.09002	28.87529	28.93163	29.11356	29.62976	29.18478	28.77927	29.82026	29.75319	28.47851	28.74088	28.88298	28.87729
WP_003519155.1	26.2181	25.26694	26.10888	27.56291	25.71605	25.60261	27.6489	26.41474	26.18544	26.3754	24.99528	25.82791	26.23377	26.36907	26.2636	25.92308	26.96499	26.54623	26.29664	27.09614	26.38371	27.52785	27.06534	26.76509	27.37826	27.38344	27.58432	27.54876
WP_003519257.1	22.88986	22.37057	22.88842	23.03327	22.86967	21.18951	23.37551	23.51866	21.42774	21.87261	20.34214	21.64885	22.07117	20.78808	20.86051	20.31375	21.58191	21.61367	20.33181	21.8253	21.22077	21.64666	21.13276	20.81877	20.38682	21.29088	20.34442	20.54602
WP_003519135.1	23.33467	22.65088	22.7389	22.85237	23.009	21.75215	21.90879	25.14926	24.82193	24.68686	23.04976	25.06603	24.13474	24.41277	24.34231	24.23876	23.54409	23.95218	24.34726	23.34038	23.2946	23.67682	22.30209	22.0585	24.15519	23.14703	23.4829	24.20608
WP_003515926.1	27.89168	26.21032	26.34186	26.4224	25.6781	25.89925	26.13386	26.79937	25.1301	25.18813	25.58004	25.44261	26.45261	25.91295	26.57915	26.39522	26.73826	25.93998	26.80399	26.77398	26.66437	26.77439	26.91463	26.92737	27.03	26.94233	26.03358	26.46153
WP_003517348.1	25.02482	25.53547	25.86046	24.9774	28.58481	28.09521	27.75212	27.66896	28.10418	27.91914	25.855	27.1788	29.46492	29.16631	27.96325	28.048	29.69507	29.42047	29.83914	29.21481	30.2161	30.07316	29.59422	29.84297	29.68912	30.47811	30.47798	29.88991
WP_003519133.1	26.88302	26.89099	26.62628	27.07198	27.38481	27.07439	26.90817	27.12993	25.98203	25.72972	24.69915	26.88573	27.21602	26.51974	26.50799	26.88903	26.76992	26.64103	27.12875	26.67102	26.87811	27.10764	26.64162	26.89425	26.52882	27.14016	26.76797	27.21222
WP_003516276.1	20.083	20.07132	21.89463	18.97821	20.73271	21.28761	20.32233	22.15691	20.19009	20.24796	20.96926	19.59058	20.23366	20.38505	19.85239	20.52557	19.88457	19.5453	20.57948	20.2249	19.48916	21.02575	19.86915	19.84964	20.46507	18.64587	18.96069	19.45199
WP_003518494.1	27.01075	27.55121	24.11847	23.31848	27.29654	25.3179	23.19878	24.32207	23.77053	27.261	23.29208	23.76005	27.62657	23.15154	20.00119	20.83846	20.73273	19.63742	27.6702	20.49936	20.27387	20.01249	23.445	22.74672	19.59701	21.25574	20.99845	20.24111
WP_003517346.1	24.63723	24.43184	25.4287	25.20086	25.62643	24.56695	24.87373	25.7185	25.50124	25.18332	25.64492	25.29988	25.77526	25.41965	25.08244	26.31151	25.96057	25.79842	25.31397	25.71316	26.2597	26.34477	25.7255	25.7826	26.42236	26.56432	26.40487	26.21106
ADU75701.1	20.05344	19.15408	20.06936	28.60706	20.64754	19.17948	20.92112	27.65355	18.65803	19.89211	20.06374	18.84289	28.05195	20.70582	20.7128	18.99061	28.13985	19.79134	28.05074	19.5983	20.60089	27.79066	27.78939	28.47652	27.16345	19.56435	27.96625	27.24505
WP_041740123.1	20.61928	19.65615	21.082	19.00956	19.19044	21.17647	18.88879	19.63409	21.12693	19.88142	19.06591	18.55398	20.76493	18.81141	25.17351	21.47981	19.44782	20.52743	19.73971	19.27733	18.66963	19.36702	18.92767	24.30985	25.38457	24.77876	24.9551	20.56996
WP_003516520.1	26.28142	26.11555	26.41278	26.10532	26.55335	26.45207	26.30653	26.24486	25.76931	26.61756	25.28491	25.63766	26.03944	24.9414	25.34396	24.91804	25.78318	25.54254	25.34415	25.30391	25.37154	25.63152	25.72501	25.73178	25.05817	25.15988	25.21785	25.40155
WP_003516173.1	25.10438	22.54874	23.00362	24.01351	24.52858	26.00912	23.66628	25.75242	26.49851	25.82494	22.65879	26.30274	23.36891	26.85282	24.44551	25.71699	24.60246	24.90481	24.60995	25.85231	25.62106	25.78611	25.21231	24.53947	23.50827	25.1247	24.35971	23.23794
WP_003513047.1	26.16783	26.139	26.21425	25.32379	25.40141	26.54787	25.97045	25.40963	25.58751	25.11894	23.68206	26.34284	19.73753	22.9552	24.13089	19.86662	19.66779	19.18671	24.69345	23.41063	21.27119	20.06579	22.95697	19.74884	19.69536	19.94126	19.31729	18.62785
WP_003513533.1	25.52606	26.38462	26.51944	26.75172	23.91492	23.96674	24.06634	23.29579	22.66882	23.9074	21.5339	22.56202	24.20513	23.56579	23.57234	23.46787	23.79636	23.91594	22.36432	23.28439	22.67407	23.10538	22.59622	22.95652	22.96025	23.18585	23.91445	22.32728
WP_003517935.1	25.26784	25.29006	23.93394	23.92188	24.30486	24.7767	23.7436	24.17456	23.8522	27.00252	24.55005	24.547	27.31396	27.45287	24.7736	24.05757	25.02565	24.40821	24.53666	25.35148	24.41992	24.39856	24.98875	24.23476	24.48565	24.12772	23.7739	23.57457
WP_003515687.1	27.9126	27.87687	24.1825	25.84149	26.0852	26.81233	26.28518	27.89309	28.56612	28.44051	28.99928	29.05008	27.17363	21.36334	19.41666	27.33541	19.62526	19.54685	19.77511	19.14018	27.59458	20.07896	21.31732	20.30454	18.54575	19.94396	26.84514	21.24403
WP_003516522.1	27.24471	26.99014	27.65801	26.62752	26.25186	27.10039	26.88362	26.50021	26.25279	26.7384	26.83275	25.3884	26.97861	26.31969	26.46024	26.59192	27.76895	27.65222	26.91379	27.19672	26.53839	26.65742	26.5821	26.12083	26.37099	26.00138	26.34398	26.01311
WP_003515853.1	19.70126	25.94306	19.1936	24.65089	26.74178	25.3658	24.48305	25.1152	20.24922	25.40146	19.67103	23.69111	24.78099	19.70949	25.33273	25.57462	25.2807	25.10429	26.18003	25.19166	25.38916	21.2182	24.96999	25.29769	24.16145	27.47256	24.55972	24.28091
ADU75717.1	20.25163	18.90895	20.46184	20.71193	19.9935	20.5679	20.65307	19.73548	19.28204	19.93344	19.06468	26.31493	20.57882	27.25406	19.76482	20.2261	19.71627	20.96785	19.20862	19.08309	28.23825	18.38445	27.06116	19.42297	19.86469	19.56824	19.93079	19.54855
WP_003515604.1	22.448	22.34626	22.76403	22.21667	22.25083	22.89333	22.17711	22.25153	22.7038	25.12775	20.87231	18.29187	20.22733	20.07804	21.13858	20.22867	19.86831	19.07786	20.82601	18.10984	19.58518	19.22013	18.68118	19.46013	19.45308	20.6407	19.61129	19.92637
WP_003516200.1	26.64243	26.49311	26.0742	25.84939	26.12403	25.7007	26.35921	26.55285	25.72274	25.68157	25.60335	26.12237	26.20939	27.18374	26.5737	26.69045	26.86559	26.96216	26.73022	26.83821	26.44582	26.32287	26.87392	26.49585	26.21983	25.40681	26.49454	26.95058
WP_003513089.1	19.9935	21.0867	19.24358	19.96227	26.75269	23.34429	26.70848	26.14949	19.86857	25.49159	23.57539	24.16982	19.65537	20.08068	19.31143	19.87032	20.59542	22.25021	20.19412	19.87229	19.96089	23.80771	18.91091	18.86544	20.45648	20.61695	21.03095	19.92907
WP_003517796.1	24.45099	19.4033	20.68093	20.9929	18.62635	24.8245	20.51323	23.78004	19.28085	24.03428	21.10113	19.66844	25.41786	19.71329	25.42299	20.8932	24.48978	25.13133	19.10316	18.93128	24.18672	24.60829	21.14651	20.56335	24.44897	20.9467	24.75294	19.55244
WP_003511635.1	22.45246	22.23354	19.91486	19.07097	20.69224	20.87673	20.45919	20.02503	21.03296	23.30509	18.53525	20.25089	22.02649	22.98574	21.38673	20.87054	21.72066	23.65679	21.95279	21.47513	23.24737	22.05261	21.58739	21.80387	20.00026	20.02767	21.03214	21.31753
WP_003517389.1	25.87254	25.97661	25.79451	26.31588	27.11804	24.45403	24.10534	26.39084	27.83951	27.16312	24.7148	26.44517	25.61935	26.13366	25.51724	25.6807	22.63293	27.81738	25.33763	25.25911	23.70178	26.95415	27.88077	25.12888	23.35851	25.05483	27.81131	28.03537
