"Protein"	"LL1210_T1_rep1"	"LL1210_T1_rep2"	"LL1210_T1_rep3"	"LL1210_T1_rep4"	"LL1210_T2_rep1"	"LL1210_T2_rep2"	"LL1210_T2_rep3"	"LL1210_T2_rep4"	"LL1210_T3_rep1"	"LL1210_T3_rep2"	"LL1210_T3_rep3"	"LL1210_T3_rep4"	"LL1210_T4_rep1"	"LL1210_T4_rep2"	"LL1210_T4_rep3"	"LL1210_T4_rep4"
"WP_003516370.1"	21.47344	24.62645	20.26293	20.73686	20.13575	21.94095	24.00462	20.14835	20.26212	21.49805	21.47988	21.37228	21.67017	21.46793	22.46843	22.12874
"WP_003515370.1"	27.57351	26.7497	27.80149	27.15218	27.84204	26.69841	26.48287	27.45018	27.68051	27.84926	27.67793	27.114	27.47118	28.00867	27.82991	26.54739
"WP_003517410.1"	21.46623	20.31618	20.288	20.4584	25.2824	24.87299	20.41593	25.38334	18.44473	20.13611	24.80935	20.02658	24.50706	20.18482	18.73484	20.46319
"WP_003511659.1"	19.08875	18.71804	20.36508	18.89954	20.16136	20.13065	20.66271	20.1739	18.82448	20.39503	20.50354	20.05266	19.49549	18.55039	19.3467	20.17052
"WP_003511606.1"	24.57245	23.1749	22.92312	23.31977	24.79117	23.15782	23.0512	23.92773	25.56519	24.57941	23.9024	24.31369	24.68791	23.32323	23.88092	23.46423
"WP_003511546.1"	23.29873	20.35669	22.03748	23.38977	20.24012	23.90189	23.37641	22.04962	19.42889	23.25191	22.46577	22.94811	23.74035	22.81191	23.21932	22.79808
"WP_003513956.1"	24.39805	24.30059	24.48375	24.69553	24.78089	24.60906	24.88225	24.88119	24.26926	24.62496	24.50686	25.08161	24.58691	24.72929	24.59535	24.69255
"WP_003517046.1"	27.52661	26.84353	27.00425	26.80959	28.35458	28.04497	28.1527	28.41529	21.51159	20.09882	27.57588	27.43445	21.55741	26.56088	21.45505	26.62773
"WP_003517976.1"	20.11445	20.37352	20.61406	22.35881	20.49453	18.48126	20.38039	23.06446	20.88753	18.44063	22.80847	22.7017	20.93957	20.22624	20.8233	18.53213
"WP_003514662.1"	27.63024	27.83597	27.62858	27.57084	28.50667	27.87501	28.12463	28.00457	27.80104	28.19459	27.94552	27.85669	28.07106	27.862	27.54263	27.88062
"WP_003516577.1"	20.04116	18.5908	24.56921	20.4979	20.20348	20.17245	18.79998	20.25249	19.52144	20.14084	23.80343	25.23435	19.58711	20.24345	24.71065	20.21203
"WP_003511544.1"	25.71035	25.40243	25.8682	25.34177	26.19415	26.14223	26.14526	25.99371	24.73547	26.24763	26.18176	26.18786	25.85334	26.36999	26.0819	25.65099
"WP_003513954.1"	25.55888	24.25305	24.78656	24.93644	25.18432	24.4588	24.47849	25.66291	20.9859	25.0329	26.01262	25.22984	23.8246	25.71234	25.44381	20.22929
"WP_003514618.1"	31.466	30.83976	30.68973	30.44758	30.47847	30.92366	30.70751	30.70177	30.68678	31.47093	31.34388	31.30616	31.1745	31.48361	30.94351	31.59819
"WP_003519164.1"	23.5759	24.76429	20.32922	20.51432	18.5742	20.18983	23.01715	20.50636	21.2303	20.15831	20.21296	20.13286	23.68576	18.42025	23.95692	25.02714
"WP_003517107.1"	20.19784	18.9633	18.73467	23.35089	20.24477	18.34993	23.50559	20.21593	20.69679	18.3086	18.58631	20.39192	21.03696	18.80121	23.24057	18.40168
"WP_003512977.1"	27.80707	27.50578	27.65849	27.48238	27.7322	27.80731	27.0302	27.79585	25.45346	25.68915	25.77151	28.21974	26.65151	26.35798	27.02556	28.03244
"WP_003516575.1"	20.47873	19.55619	20.36962	18.77542	20.26193	18.73438	20.42044	18.59009	18.27862	18.6951	20.25418	20.09554	21.27892	19.40756	19.44038	18.78357
"WP_003514317.1"	25.89703	25.12479	25.44585	24.67916	24.03351	24.5966	25.78721	23.57021	25.62807	24.31074	22.8266	23.6085	24.78289	23.82537	23.93048	24.33376
"WP_003513934.1"	28.98713	27.80891	28.65856	28.35807	28.33881	27.7767	28.95338	28.50672	29.21324	28.03456	28.80593	28.63016	28.65125	28.8105	28.77342	28.60419
"WP_003515591.1"	27.73083	27.73384	26.81579	27.88172	27.21848	26.74663	27.08755	27.07659	26.13253	26.9416	27.68382	26.87249	26.27556	27.408	26.67145	26.41563
"WP_003513185.1"	24.26844	23.66907	24.7263	24.55088	25.18796	23.26633	24.46551	23.84686	23.2982	23.7213	23.49976	23.61098	24.53876	24.01117	24.50898	23.90965
"WP_003516573.1"	24.56872	24.08986	24.82306	22.90004	23.43288	23.67411	25.12594	24.9751	22.75156	23.21873	25.2767	25.24601	22.84693	22.95015	23.16107	24.62909
"WP_003518270.1"	24.61723	25.18742	24.47002	25.52124	25.12855	19.34628	25.74624	25.1101	25.18897	25.28807	24.7122	24.6892	20.75073	21.49692	23.88898	26.29262
"WP_003513098.1"	20.50286	21.59916	20.38642	19.13877	18.44448	21.45477	20.43709	20.25713	18.43199	19.31026	20.27132	18.43645	18.35671	20.87086	20.92288	19.39138
"WP_003517900.1"	26.18833	26.97863	27.20244	26.26402	26.90687	26.38979	25.47822	26.65586	26.67043	26.81265	26.81328	26.66683	26.77956	26.92035	26.62079	27.07802
"WP_003511963.1"	25.73193	20.987	18.60771	19.71708	25.94159	20.82297	25.13014	20.27426	21.05894	21.42999	18.45679	26.24603	18.50854	19.5004	25.55802	21.48579
"WP_014522596.1"	28.86522	28.14371	28.53655	24.45173	22.94246	25.07387	24.35392	23.71457	24.14197	24.35778	28.54253	24.1749	28.559	22.00593	24.76385	28.23823
"WP_003513794.1"	30.14402	30.89731	31.81456	30.31535	31.49024	31.81112	30.1734	32.00243	31.57073	30.94079	29.11354	31.74872	30.84475	30.2179	31.77008	30.61616
"WP_003518519.1"	21.99563	19.64697	18.97938	21.70983	18.82424	19.43997	18.67414	18.46064	20.18066	20.79483	18.83594	20.13759	21.10927	20.96955	21.1703	20.85822
"WP_003518362.1"	24.31675	21.08349	24.36419	21.11272	24.44623	24.23547	24.54071	24.59818	23.96966	23.14592	24.04906	20.15507	20.23976	21.21473	20.63021	19.48445
"WP_003511705.1"	27.3889	26.6424	27.03325	26.89438	26.88981	27.31852	26.90067	27.22694	27.23395	27.29339	27.29643	27.02116	26.71872	27.18193	26.89048	27.0616
"WP_014522594.1"	26.12792	24.90731	26.6639	26.99545	25.24327	25.0557	25.91464	25.74812	24.5136	24.24334	24.93759	24.90543	25.24516	25.01752	24.91012	24.41442
"WP_003518228.1"	20.57709	21.32323	19.57093	19.80563	19.42868	20.92256	19.04252	18.8396	18.39156	19.40445	19.43941	18.30435	18.46852	20.67951	18.18226	20.95714
"WP_003513744.1"	20.81687	20.7999	21.6093	21.94307	23.08499	22.95231	19.62883	23.43086	20.85873	23.61951	21.51882	18.69107	22.69342	18.25362	23.41699	23.39293
"WP_003514623.1"	28.61978	29.27842	29.47508	29.41339	28.7367	29.25472	29.3671	29.44627	29.22544	29.03102	29.23872	29.54482	30.05176	30.12522	29.48055	29.81197
"WP_003512965.1"	30.45765	30.7687	30.21882	30.28894	30.90462	30.66417	30.39115	30.74154	30.66081	30.02311	30.58775	30.55244	30.0787	23.92358	30.11295	30.26096
"WP_003513475.1"	24.38382	22.74465	20.99852	21.20684	22.38787	24.29843	23.13149	24.76801	24.89229	24.07617	22.86538	23.78402	25.41694	25.90868	25.88333	25.46275
"WP_003511862.1"	29.7302	30.10268	30.78935	30.25286	30.27065	30.287	30.62753	30.8672	29.36363	29.35192	30.32525	29.9867	28.97956	28.58122	29.85065	29.58244
"WP_003513193.1"	20.54256	18.42786	19.6615	21.44069	21.51144	21.16999	21.64912	23.70681	19.26192	20.89495	20.89574	19.30656	23.91733	23.7966	18.33751	24.36519
"WP_003512967.1"	24.66308	23.93883	24.80302	25.08354	25.33816	25.62021	25.34345	24.01345	23.3492	25.10315	25.04266	24.78988	23.50417	24.36104	24.71547	24.59911
"WP_003516561.1"	26.34285	26.32217	26.27831	26.74555	26.47238	26.13397	26.0828	25.99099	26.05366	25.96151	26.14054	26.12052	25.72824	26.01586	25.67665	26.10744
"WP_003517974.1"	27.77479	28.59171	27.73837	26.21701	28.0795	28.43119	27.8254	28.64619	26.79354	27.00757	28.37633	27.22358	27.02471	26.98127	28.21863	27.74303
"WP_003518712.1"	26.33903	26.33747	26.61801	25.80709	24.23143	27.92873	27.99029	26.59003	26.543	26.68646	27.30026	27.29579	24.80441	24.53609	25.65326	26.63962
"WP_020458025.1"	29.89019	30.00647	29.88134	29.79197	30.25302	30.58072	29.81859	29.96024	30.32755	30.07615	29.88831	30.04929	29.55465	29.5457	29.58907	29.52575
"WP_003517853.1"	23.37071	18.5783	21.92948	21.63613	23.20953	23.20761	22.52769	22.42859	22.81202	22.34955	22.57772	22.45388	22.42156	21.9625	21.88796	23.6114
"WP_003517064.1"	19.00695	21.15514	21.09479	24.59233	20.88736	20.62987	21.04375	19.44276	19.93858	21.1437	19.5318	21.42745	20.91106	18.40747	20.99682	21.20292
"WP_003514311.1"	24.14992	28.09406	24.94016	20.93022	27.731	24.1236	25.11573	28.20299	25.86536	20.6007	25.36146	24.46308	19.33019	25.24777	24.71398	25.59634
"WP_003517527.1"	23.23005	20.29362	23.15131	18.61649	22.80525	22.28069	19.7186	22.64149	22.50377	22.96733	20.68365	22.97291	22.64857	22.99664	22.67259	21.88472
"WP_003514635.1"	29.94746	30.49085	30.23328	30.11153	29.57096	29.34944	30.10727	29.2872	30.26442	29.91091	29.44283	29.79766	30.56978	30.22401	29.77722	30.00498
"WP_003521161.1"	30.06227	30.27528	30.22409	29.81335	29.79101	30.332	29.73226	30.14247	30.15941	30.06379	30.12271	29.7743	30.28373	30.16948	30.08708	29.96802
"WP_003513451.1"	22.4032	18.53864	21.33399	18.76323	22.69081	22.34392	22.41614	22.41432	23.21655	18.13955	21.63122	22.27245	22.46552	22.53093	22.26673	20.6664
"WP_003512125.1"	23.57801	22.37496	23.82889	23.94208	19.52122	18.18177	23.6528	23.27785	19.27647	18.29564	23.1146	23.57714	22.85609	21.04282	20.10773	22.37816
"WP_003514796.1"	27.31034	20.95875	27.22643	21.27673	25.94091	27.27965	27.64525	27.49359	27.25761	20.96929	27.9076	27.60471	20.00009	27.82859	18.29659	18.23465
"WP_003517525.1"	28.41194	28.41188	28.71849	26.8433	26.42008	26.44543	28.44092	26.35799	27.52093	27.85431	27.71998	28.07298	28.17511	28.20251	25.28722	28.2087
"WP_003520198.1"	27.66378	27.21457	27.40437	27.1727	26.88706	27.41875	26.68808	26.73828	26.92433	27.12319	27.10426	26.29985	27.87117	26.30313	26.53098	25.8925
"WP_003513792.1"	24.40706	25.46438	24.81598	26.11179	25.51706	26.63305	25.29654	25.66743	27.19732	26.51879	26.45452	27.17146	27.22704	24.83292	27.16454	23.68471
"WP_003519740.1"	26.4342	25.48137	25.89975	25.83896	25.03307	25.58835	25.56485	26.09159	25.56904	25.7818	25.74885	25.7646	25.83493	24.9899	26.39641	25.11062
"WP_003516468.1"	28.54191	28.31289	28.64786	28.15481	28.73836	28.66656	28.58189	28.78317	27.21332	28.34546	28.38722	28.04918	27.91226	28.36027	28.08578	28.1403
"WP_003518381.1"	19.6761	19.3924	20.81184	20.43638	20.24388	18.33703	21.13918	21.52113	19.97123	20.0754	20.31007	20.33523	19.34459	20.89986	20.79415	18.38887
"WP_003513025.1"	25.89829	26.88075	24.36305	24.23985	24.72724	25.66866	24.6669	24.57039	24.93271	25.27926	20.99396	24.38124	20.03242	25.51612	24.25055	23.93754
"WP_003518603.1"	29.83154	30.09713	30.28219	30.12352	30.15786	30.05682	30.59638	30.63603	29.57932	29.97297	29.97375	30.32499	30.13082	30.16175	29.87979	29.99879
"WP_003518601.1"	31.28534	30.88588	30.69101	30.5503	30.35385	30.26268	30.05906	30.52366	30.38152	30.26704	30.47546	30.58629	31.27452	31.25306	30.96602	31.09323
"WP_003517535.1"	24.18816	23.62141	23.82847	18.72455	23.59549	24.35527	23.56327	24.03684	19.26477	22.43979	23.39073	22.45168	19.33301	20.16174	19.17767	21.03059
"WP_003518900.1"	23.09086	27.14902	24.30223	24.90224	24.09402	23.71426	24.55312	24.29924	20.98487	24.25963	24.6046	24.3949	24.99991	18.36692	19.86266	23.86538
"WP_003518953.1"	24.19401	20.05615	18.44515	21.08517	24.66563	24.12955	21.37626	26.47576	25.78922	24.49706	24.55315	20.79194	21.03594	24.90264	26.37589	26.22507
"WP_003516026.1"	28.46668	19.40667	28.19785	27.80062	28.20638	29.02987	28.10528	29.14244	29.24124	27.87386	28.56806	27.60619	27.16398	20.84197	19.1924	26.53487
"WP_003511526.1"	25.43096	24.28967	23.46877	19.55732	24.69437	20.99651	20.85873	24.66917	19.81646	20.76552	21.23798	19.4008	20.12925	19.91888	19.18055	18.34822
"WP_003515954.1"	21.39949	22.74064	21.38603	21.97151	22.56772	22.14147	21.09794	22.3012	22.44087	19.14032	20.7053	23.28292	22.84182	22.4908	23.16684	22.25575
"WP_003519558.1"	26.49581	26.23419	26.39355	26.26599	26.27802	26.34471	26.702	26.33539	25.78391	26.17256	26.51905	26.36714	26.96357	26.43897	26.52345	26.59915
"WP_003513238.1"	26.50599	24.47787	24.91195	25.16654	25.01656	25.04771	24.29994	25.49307	24.51643	25.50748	24.79886	25.66861	25.12044	24.30814	25.28387	24.53586
"WP_003516579.1"	30.99822	31.71038	31.13116	30.4383	31.48856	31.79445	31.12236	31.35197	31.64073	32.13902	31.56493	31.71221	31.85948	31.91569	31.01894	32.37081
"WP_003519296.1"	25.69781	25.55125	25.17993	24.96795	24.88577	24.94985	25.49458	25.37423	23.01377	23.51995	24.74693	24.62913	20.27063	21.4219	22.51898	22.10506
"WP_003512019.1"	26.61579	26.04195	26.12352	26.01086	26.46568	25.84737	26.75116	26.73094	27.02315	26.08783	26.79824	26.75011	27.28143	26.39365	26.04245	27.14276
"WP_003519389.1"	20.58147	20.08818	22.80781	23.13396	20.98573	23.22106	18.51302	20.89837	20.06904	23.18608	23.07491	20.89211	20.01824	24.06948	20.92185	20.82926
"WP_003519008.1"	24.24016	24.60941	24.62506	24.59483	24.42218	23.77408	24.08923	24.70152	24.29189	24.29717	24.58502	24.63114	23.53615	23.06321	23.84241	23.51096
"WP_003514211.1"	21.29696	22.23716	18.59525	21.4794	21.23014	24.85087	18.66179	25.09004	19.95691	25.20806	18.29095	21.141	19.20086	19.25465	19.73904	19.22347
"WP_003512990.1"	20.59765	19.3952	26.18206	20.20475	25.9462	20.10736	21.21003	19.53511	19.13128	19.82901	18.44407	20.5977	19.02257	25.17143	19.99473	19.90393
"WP_003513548.1"	28.57928	28.87367	29.03166	29.13876	28.66904	28.66932	28.84613	28.41475	28.27259	27.93474	28.21366	28.78783	29.00505	28.34029	28.25945	28.01085
"WP_003516438.1"	24.8971	24.75984	25.12321	24.2775	25.00209	25.52355	25.83941	25.96264	25.32837	25.22817	26.24476	24.91548	23.64598	24.57504	25.49033	25.39121
"WP_003512036.1"	25.18801	27.10979	21.16628	25.10739	25.36748	18.29611	25.41436	20.99653	18.9512	19.15513	25.54111	25.39734	20.34404	19.95163	24.86531	19.2381
"WP_003511753.1"	26.25697	24.46288	26.05761	24.68213	24.59071	25.0216	24.90304	24.64003	24.36924	26.20442	25.54582	26.27298	23.84861	24.67996	25.81143	23.42516
"WP_003512582.1"	30.47583	31.57471	30.80449	31.30951	30.67699	30.99841	30.84645	30.88028	30.8717	31.00213	30.53283	30.95327	30.93631	31.24822	31.06156	31.25472
"WP_003517020.1"	25.90658	25.24029	24.76503	24.40033	25.52093	27.98287	25.57184	25.66838	25.63438	25.80383	25.9208	25.65515	23.8735	24.5003	24.23212	24.71567
"WP_003518976.1"	26.13808	26.13732	26.49399	26.16992	26.20326	26.14416	26.57463	27.1806	25.89781	26.40923	27.22931	26.75505	26.039	26.59433	27.23116	26.30911
"WP_003520701.1"	22.10932	23.57965	18.55568	19.57124	23.16146	23.18354	23.16073	20.70802	19.14929	19.14322	23.59805	23.55856	23.03943	20.96852	24.1685	23.83916
"WP_003515673.1"	26.61839	26.68209	26.06695	26.59231	25.8975	26.09361	26.47171	26.22867	25.45042	25.9721	26.08478	25.79256	25.67105	25.93375	25.78632	25.96136
"WP_003517504.1"	24.68772	25.72046	25.84859	25.03855	25.50051	25.92142	26.60385	25.74377	26.25359	26.95906	25.6879	25.82414	26.25848	26.48726	26.02694	26.88755
"WP_003517611.1"	28.77067	28.67084	28.86371	28.60398	29.22126	29.1687	29.01459	29.0574	29.43486	29.51407	29.08508	29.12705	29.16711	29.21846	29.36219	28.84258
"WP_003515619.1"	27.41752	26.44162	26.63916	25.07738	27.02697	27.05695	26.53222	26.80434	25.5473	26.45292	26.39935	26.39372	26.76707	26.25462	25.2374	26.84462
"WP_003514256.1"	19.24261	23.30403	21.39792	21.67627	18.27837	19.17724	23.46159	23.03017	20.89707	20.89391	20.18999	18.29138	21.1219	19.79637	19.04542	19.93677
"WP_003516406.1"	24.08212	24.82706	24.78069	23.50747	24.33978	25.51562	24.54624	24.93722	26.47647	25.57052	25.49978	25.45418	25.59692	20.04975	25.57299	19.22633
"WP_003519451.1"	19.8123	21.08249	20.97033	24.59552	23.46078	23.30523	18.62257	18.29488	26.73262	19.70473	24.55568	24.44205	20.94902	26.27609	27.74455	23.83802
"WP_003513587.1"	21.77533	19.93637	23.43288	20.23599	18.43174	19.86228	26.6697	18.44793	19.37968	19.96179	18.40371	20.96649	19.44677	19.93727	18.86312	20.95611
"WP_003512022.1"	27.17491	26.30063	26.66847	27.01346	26.25377	26.98789	26.43419	26.46427	26.86579	26.39469	26.9786	27.05489	26.80905	26.77123	26.90115	26.94503
"WP_003517613.1"	28.61509	29.77168	29.37565	29.03897	29.54296	29.84586	29.35131	29.93329	28.71019	29.61436	29.5976	29.2784	29.76865	29.61128	29.82756	30.24255
"WP_011837904.1"	25.50566	24.52509	25.10065	25.01657	25.11846	24.92926	25.02519	25.0421	20.01737	25.3892	20.53082	25.36158	20.0781	24.85945	24.88699	19.78113
"WP_003514681.1"	30.45701	30.15724	30.46639	30.63471	29.87066	30.35122	29.95882	29.6434	29.48626	30.44711	30.39411	30.20984	30.47969	30.71163	30.24572	30.74978
"WP_003515466.1"	26.42642	27.42717	25.70658	25.57432	25.80791	28.30748	25.54133	29.62886	25.40266	25.67786	28.98981	26.62266	29.41653	29.05521	25.47763	25.20634
"WP_003517615.1"	21.98445	22.80392	19.40751	19.56004	21.05877	24.60213	21.01582	21.06942	24.27551	19.84767	20.86699	20.07212	19.44909	19.109	20.21435	20.03512
"WP_003512804.1"	28.27245	27.21577	26.46035	26.46278	26.7819	26.7984	26.70309	26.68797	26.22967	27.33347	26.3924	27.70869	27.33079	25.97235	25.91788	27.5049
"WP_003517635.1"	25.92969	23.70055	24.95529	26.38087	25.03034	24.61184	24.84663	25.22666	24.87514	24.81949	24.34887	23.81837	23.84477	23.75515	23.66842	24.14282
"WP_003515665.1"	23.51515	22.76324	23.40587	23.53286	24.05765	23.31334	23.60034	23.7022	23.87239	24.48548	23.81082	22.91986	23.13367	23.56613	23.35995	23.35576
"WP_003514220.1"	29.88336	29.92754	29.61975	29.64162	29.354	29.48249	19.46686	29.06582	29.09538	29.50221	29.34502	28.97544	28.88938	29.5507	29.28473	29.15613
"WP_003519441.1"	21.18712	21.97084	22.28936	22.79618	20.18047	19.19197	20.12324	20.19297	19.38202	19.00736	19.2727	18.25022	20.99195	18.92835	19.06365	19.92237
"WP_003515022.1"	26.89845	27.32709	27.02904	21.20586	26.26196	26.0412	27.51854	26.95323	27.661	26.2769	26.02314	25.511	26.74269	27.23414	25.3077	27.92476
"WP_003516995.1"	29.32996	29.01976	28.6047	28.9982	29.79514	28.97857	29.10712	29.38754	29.23553	29.30906	28.95863	29.14615	28.8471	29.48982	29.95014	28.82578
"WP_003512395.1"	22.21281	20.07413	20.06977	20.08791	20.85856	22.45797	22.25677	21.98986	19.45542	20.1826	20.79593	19.13653	20.915	20.2674	19.29688	18.91101
"WP_003518076.1"	21.27984	19.26426	19.42175	20.32958	19.2617	19.89533	19.48097	18.40759	20.86271	19.02569	19.28722	19.82559	20.0382	19.12707	19.94242	20.2533
"WP_003518220.1"	27.84497	26.7999	26.65119	26.38464	26.15144	26.28026	26.87895	26.33794	26.58837	26.5112	26.49972	26.38602	27.30785	27.13957	26.76085	27.4112
"WP_003516997.1"	27.1311	26.96785	26.08836	27.03886	26.38091	25.7825	26.78306	26.5808	26.97503	26.33558	27.00922	26.43574	26.72799	26.53901	26.48459	26.32067
"WP_003515671.1"	29.13404	30.80517	30.92871	30.39741	30.62057	30.9903	31.00624	30.67097	30.14644	30.41804	29.85367	30.3564	30.6158	30.62193	30.63007	30.73417
"WP_003518069.1"	23.8899	21.58136	20.10172	23.26073	19.93838	22.39303	20.15491	20.86963	19.97707	20.80455	19.98089	22.45614	23.46616	20.88044	19.29925	23.61512
"WP_003518117.1"	29.89961	29.99489	30.39544	30.18566	30.56282	30.8606	30.18185	30.79033	31.29391	31.4569	31.14461	31.73655	31.06268	31.0733	31.71847	31.19751
"WP_003513564.1"	21.5102	22.79308	19.4103	20.22229	19.27625	19.18012	23.08865	19.27614	20.17303	19.26018	23.54422	21.5422	20.2322	19.35819	20.87686	19.11021
"WP_003517627.1"	26.25017	25.48491	25.76507	25.52614	23.65069	24.37817	26.34673	25.18021	25.97407	25.76546	24.64454	25.18077	26.2624	25.26991	25.52501	26.5734
"WP_003517316.1"	24.53816	21.45474	23.09217	22.45916	22.1572	22.338	22.59796	22.37439	22.13864	23.47589	19.27554	21.82596	23.97322	24.75214	19.37355	22.21499
"WP_003513562.1"	21.00734	19.08761	21.09379	19.43232	19.97103	20.92153	19.46962	19.95139	19.95416	19.9092	20.99294	19.15135	20.01552	19.99792	20.79818	20.86782
"WP_003515457.1"	24.83619	25.4077	24.69915	25.25233	24.98136	25.37407	25.25417	24.84025	25.15238	24.50396	25.08589	25.1109	23.34197	25.59465	24.57826	24.99002
"WP_003515661.1"	18.72812	20.39693	19.95025	19.26002	19.26455	19.73865	21.13819	19.29066	19.94049	19.26256	19.82637	19.85884	20.00199	19.36054	19.90163	19.34189
"WP_003521048.1"	18.87267	19.28192	23.45296	20.53716	20.98471	19.99435	23.73446	19.98397	19.3083	20.84868	20.07854	22.14768	19.3761	20.92394	20.1	22.91589
"WP_003515459.1"	21.34868	20.99636	20.19745	19.44955	19.81626	19.88083	20.00478	19.27898	19.78048	19.33726	19.96659	19.13943	19.84357	19.43417	19.87844	19.98317
"WP_003517637.1"	26.17846	25.36532	25.78848	25.45856	27.03849	27.1187	26.43336	26.69512	24.2003	24.06454	23.8737	24.36937	23.96097	26.59211	22.60294	23.76166
"WP_003515667.1"	22.60818	22.62242	23.08373	22.59591	22.87209	23.12332	23.31597	22.74945	22.76803	22.94401	22.80873	22.02017	23.32922	22.85806	22.77956	22.3827
"WP_003515468.1"	25.14806	24.91252	24.83408	25.62586	23.50025	24.68259	25.61216	25.03199	18.48038	23.6587	25.17594	24.43827	23.54798	24.39338	23.82204	23.98469
"WP_003518478.1"	27.06341	27.53172	26.39053	27.14299	27.967	26.94288	27.33217	27.8795	27.58355	27.90313	28.07496	28.17133	27.56712	27.9219	28.1492	27.62303
"WP_003512399.1"	26.38963	26.17971	25.64529	26.12579	24.44441	24.57108	25.85941	27.75637	25.96783	26.31784	26.748	26.49866	23.71257	24.36626	26.38328	26.39647
"WP_003519032.1"	28.58172	28.16473	28.54305	28.69349	28.46942	28.57391	28.77905	28.71644	28.36926	28.4914	28.74157	28.54141	28.72882	28.38793	28.56658	29.28536
"WP_003513605.1"	24.39457	19.50792	24.01309	21.12185	24.37914	19.04499	20.24979	20.99551	19.63986	24.70222	25.01538	24.95931	18.55645	20.84596	24.52385	25.43257
"WP_003519393.1"	20.52087	22.50933	20.08771	24.65054	20.06884	26.33018	24.06783	19.82953	26.29382	20.76957	22.15253	26.48175	19.70436	19.95749	19.8646	19.34425
"WP_003513902.1"	26.66996	26.54886	26.35288	26.22218	25.87573	25.94947	26.7263	26.25404	25.64528	24.67964	26.14371	26.15891	24.54608	25.38372	25.8923	24.7265
"WP_003517639.1"	22.99531	21.68034	23.0298	21.28163	21.2876	21.66003	23.23778	21.74779	18.7907	20.69787	21.38713	23.64934	21.61905	20.15408	23.78764	21.15602
"WP_003514880.1"	26.353	27.27252	25.24092	26.41907	24.0817	23.99506	23.14585	23.31415	23.55731	25.78829	23.22316	23.44457	24.30907	24.21599	24.17732	25.96469
"WP_003517151.1"	18.83457	20.13344	19.27966	19.66999	19.95671	18.86268	20.14102	20.78535	19.52411	19.86819	19.14226	20.89107	18.86367	19.93451	19.22462	20.91142
"WP_003519391.1"	24.46088	24.20134	26.36724	24.01384	24.75964	24.74613	24.478	24.34428	24.88906	24.50068	24.73277	24.2249	26.60839	26.50993	26.08415	26.41819
"WP_004463666.1"	22.21495	19.51021	24.01924	23.13102	23.53739	21.41599	19.34013	23.4777	21.70676	24.12059	18.96247	19.58528	23.33306	23.71623	23.78304	21.03747
"WP_003519538.1"	21.15998	21.0389	29.92034	20.28014	31.20568	20.21399	19.16545	20.08158	30.6965	23.42624	20.29515	19.70124	19.58976	19.9208	19.70262	19.41805
"WP_003513100.1"	19.65492	19.5822	19.10341	19.67223	19.13106	19.06322	20.46024	19.96968	18.88298	20.06763	19.16024	19.95844	18.95503	19.28658	18.3865	20.83326
"WP_003514722.1"	24.99498	26.42258	26.85146	25.08797	24.95707	24.44202	23.92723	26.61697	23.16096	26.05613	26.31143	26.15389	23.5581	24.87369	24.52526	23.9449
"WP_003517629.1"	27.74075	27.28479	27.31061	26.84167	27.52915	27.5701	27.05252	27.41138	27.71222	27.45866	27.31189	27.25252	26.85296	26.66694	27.15823	26.64507
"WP_003515685.1"	25.305	25.72923	25.90897	25.2358	25.73603	25.9346	25.79429	25.85839	24.99981	25.72212	25.55335	25.92829	25.20121	25.56927	25.44148	25.27501
"WP_003517159.1"	26.75359	25.89782	26.21001	25.91113	25.54608	25.20637	26.4555	25.92034	25.34483	25.59209	25.73589	25.90025	25.73215	25.54349	25.33736	25.3102
"WP_003517306.1"	20.2927	20.96265	20.40978	21.16334	18.95097	20.83264	19.3576	19.14577	21.02275	19.84487	20.90527	19.84426	21.07344	19.76027	19.56027	19.94264
"WP_003517609.1"	26.50119	25.51627	25.7458	25.38616	25.67243	25.62833	26.10414	26.11386	25.61067	25.50419	25.52391	25.75451	25.23432	25.45334	25.42231	25.46621
"WP_003520364.1"	22.48264	21.44085	24.32305	24.48016	21.57765	24.0965	21.60891	24.03226	22.15257	20.34477	24.24577	21.62565	21.56262	20.61476	20.70568	24.70612
"WP_003513108.1"	19.66863	20.09391	19.29728	19.74246	20.2858	19.29646	21.05301	18.96606	20.77569	19.83096	19.39027	19.0035	20.82885	18.45602	18.70064	20.1397
"WP_003513369.1"	28.55972	28.07376	27.4778	28.42249	27.95304	27.29307	27.80714	28.02575	28.98545	28.73329	28.23859	28.45037	28.16532	28.6024	28.32747	28.68205
"ADU73859.1"	23.828	25.19837	24.388	23.17646	25.3674	25.47722	24.51558	25.37891	24.37093	24.74905	25.31171	24.71592	25.52981	24.5799	24.97768	23.96394
