"Protein"	"LL1210_T1_rep1"	"LL1210_T1_rep2"	"LL1210_T1_rep3"	"LL1210_T1_rep4"	"LL1210_T2_rep1"	"LL1210_T2_rep2"	"LL1210_T2_rep3"	"LL1210_T2_rep4"	"LL1210_T3_rep1"	"LL1210_T3_rep2"	"LL1210_T3_rep3"	"LL1210_T3_rep4"	"LL1210_T4_rep1"	"LL1210_T4_rep2"	"LL1210_T4_rep3"	"LL1210_T4_rep4"
"WP_003513572.1"	23.92424	24.65827	23.43628	23.53314	23.86272	24.79781	23.17683	24.64574	23.54293	23.06425	23.70189	23.46449	21.91423	23.90681	20.09818	24.23283
"WP_003515322.1"	20.0207	22.12995	23.04475	21.55304	21.55083	23.14063	21.94257	21.85719	22.37404	21.63655	19.08808	18.11767	21.3194	21.83644	21.42672	22.2996
"ADU74599.1"	28.64988	27.65935	27.99017	27.63355	27.37498	27.35993	27.13385	27.53393	27.85295	27.6993	27.66113	28.06825	27.8199	27.81916	27.33405	27.86003
"WP_003513547.1"	27.26052	27.57285	27.18758	27.80464	27.3083	27.22572	27.4861	27.17244	27.15373	27.24961	27.37243	27.44928	26.94707	26.89576	26.91231	27.1916
"WP_003515928.1"	26.94533	26.40156	26.99407	27.01996	26.8021	26.43138	26.9143	26.94766	27.20795	26.63178	27.21794	26.88028	26.66375	26.46491	27.30676	27.1674
"WP_003516759.1"	21.73083	20.98144	20.79595	20.80839	21.05942	21.86068	21.68851	21.28267	22.45772	21.15869	21.06425	20.16328	23.33891	22.06132	21.24319	20.12512
"WP_003514228.1"	20.91285	19.36115	20.95555	20.46007	20.43942	20.1696	20.32302	18.29714	20.0156	20.38788	18.80893	19.44905	19.65022	19.77526	20.11127	19.75997
"WP_003515309.1"	19.99607	19.91572	23.2143	23.61823	19.34935	19.79207	23.43594	22.99296	23.67479	23.26451	18.55568	22.89849	20.02218	20.64956	21.2444	20.63638
"WP_003516777.1"	26.24574	25.52162	26.17428	25.73425	25.73637	26.18452	25.65488	26.11463	25.0576	25.68778	25.84632	26.99036	27.31872	27.08641	22.32188	26.38119
"WP_003514219.1"	24.60214	25.29629	24.68117	25.58625	25.88587	25.82677	23.50773	26.24476	22.92061	23.17767	23.62585	22.56263	21.9189	20.28757	18.42585	25.14933
"WP_003517988.1"	26.81625	26.40244	26.607	26.66376	26.93423	27.19206	27.69477	26.93773	27.38355	27.38998	27.92142	27.5922	26.77478	27.28643	27.7952	27.71755
"WP_003513128.1"	29.61873	30.44263	30.24188	30.04232	30.65036	30.50566	30.24521	30.73936	30.84277	30.59078	30.40601	30.98234	30.92607	30.66722	30.62794	30.64823
"ADU73379.1"	22.65252	23.44302	23.306	23.871	23.18104	22.8494	23.58312	22.87388	23.44591	19.4689	23.55282	22.91476	26.34405	27.09167	27.83368	26.95761
"WP_003518865.1"	27.73824	28.20291	25.64102	27.252	28.56678	28.53176	25.58748	28.63836	28.96623	28.47541	28.65387	28.91854	27.8922	28.61875	28.05482	29.61084
"WP_003514026.1"	23.66185	20.77061	20.09288	20.27844	20.24195	23.90736	19.15956	23.90432	24.218	24.33515	24.15116	24.00099	23.6805	24.05847	24.21101	23.76274
"WP_003513159.1"	19.58106	23.89472	24.83374	23.96889	19.86903	19.17772	20.05708	19.892	23.40623	19.14154	24.40567	20.03532	21.91854	22.77735	23.25269	20.27352
"WP_003517590.1"	23.08174	20.41666	23.30959	23.6032	22.55782	22.91088	22.51833	23.12262	22.34281	21.28373	22.13113	20.22112	20.85487	22.25706	21.26919	20.51432
"WP_003513619.1"	22.32474	22.41294	22.33703	19.52684	19.26218	21.52488	25.22454	20.79115	21.64778	20.60016	21.44025	22.92887	19.58321	21.94257	22.79452	21.43819
"WP_003516440.1"	26.69386	25.86054	25.95781	26.51369	26.43577	26.31961	25.92466	26.51843	26.03684	26.31779	26.31464	26.22102	26.15684	25.99303	25.77459	26.08343
"WP_003518575.1"	27.53913	27.88594	27.83279	27.25328	28.03213	27.82632	27.79324	27.98774	26.17632	27.82721	27.93887	27.35192	27.90118	27.87992	27.42046	28.25758
"WP_003512712.1"	26.86663	19.58589	19.996	27.02863	26.4576	20.77854	26.33084	26.1218	25.80435	25.90616	24.8268	26.43676	20.02485	25.0056	19.25705	24.34329
"WP_003515653.1"	28.32292	28.38967	27.40947	27.64666	28.32545	28.57821	28.36236	28.28573	28.42892	28.52002	28.31258	28.27231	28.3333	28.38687	28.33929	28.01066
"WP_003515675.1"	19.35811	25.32559	25.28276	20.06778	25.2113	25.31273	25.32175	24.86558	25.92156	25.60682	25.65101	24.90037	25.5052	25.29183	26.3847	26.15046
"WP_003518869.1"	20.79995	19.05626	20.53008	20.90165	20.84346	19.88619	20.09852	19.81368	25.04213	19.00166	25.6881	18.81393	19.65406	19.43793	25.82493	19.42183
"WP_003521203.1"	24.24196	25.61674	23.41169	23.69799	23.98672	23.49007	23.77518	23.95923	23.85098	23.97966	23.98289	24.30264	23.98881	24.10017	23.85927	23.93422
"WP_003512710.1"	25.05181	24.97288	24.97445	25.03442	25.0524	24.88157	25.05848	24.82688	25.15368	24.65361	24.87018	24.80596	24.92001	24.35414	24.74288	24.78024
"WP_003514691.1"	19.86369	20.07266	21.97988	20.5564	19.962	19.78597	20.07434	19.09162	19.23006	18.94343	22.25811	19.75614	23.30886	18.89628	23.63425	21.9227
"WP_003512963.1"	26.89581	26.83185	26.04045	25.9634	26.80541	26.31857	26.7027	26.48302	26.41092	26.6122	26.62142	26.22086	26.39222	26.31813	26.91843	26.59556
"WP_003515677.1"	20.64684	20.28251	19.6828	19.74605	19.863	23.96315	21.90544	24.63381	19.79542	24.36588	19.88575	19.79964	23.34434	19.93576	20.13279	18.87886
"WP_003516418.1"	18.98977	22.8983	19.71852	19.22944	20.40872	20.33843	22.49347	22.67025	21.56521	17.95082	20.44852	19.77425	20.71243	20.15038	19.94063	19.92086
"WP_003517167.1"	20.40315	22.46686	22.2049	20.22086	19.54299	23.2626	21.32792	18.81261	20.66693	19.74834	19.36021	21.09025	20.68899	20.33251	19.14542	20.13599
"WP_003517312.1"	21.13971	20.4606	19.14697	20.42555	19.57948	19.462	18.82442	18.55948	20.3061	18.7886	20.25137	18.46211	21.01441	20.05482	19.71774	20.31856
"WP_003517507.1"	19.81819	27.9338	27.07966	27.26724	27.56937	29.39269	26.9199	27.04741	29.23807	29.49632	29.82198	29.45546	28.79273	29.70727	29.21255	29.73389
"WP_003519477.1"	29.77152	30.10665	30.72885	30.27047	30.26252	30.28861	30.63044	30.86173	29.36588	29.34807	30.32937	30.00236	29.0178	28.62039	29.85121	29.59624
"WP_003517750.1"	25.98672	25.60604	26.39147	24.71626	27.44273	25.28493	27.2596	26.5584	23.26437	27.80095	27.09122	24.89301	27.37266	24.72858	27.61689	26.61516
"WP_003513566.1"	18.91008	22.90701	20.77882	20.59926	18.99548	19.49895	23.77762	19.88888	19.45917	23.89254	23.59552	25.19925	20.10746	19.39511	20.59998	20.04021
"WP_003518671.1"	24.14151	23.82696	23.8064	24.15197	24.08947	24.22768	24.56997	23.59114	23.46774	24.69719	24.07636	24.25297	23.81497	23.84149	23.84097	23.81757
"WP_003519056.1"	28.31688	28.33346	28.08131	28.78476	28.22412	28.00423	28.30558	28.28771	26.88829	26.5063	27.58538	27.35658	26.92593	27.73535	26.51777	27.75816
"WP_003517165.1"	30.15536	30.40853	30.77234	30.62409	30.96995	31.11632	31.02761	30.94215	31.01057	31.08391	30.96601	31.25129	31.09098	31.02535	31.31863	30.98598
"WP_003518669.1"	29.11321	28.13692	27.99827	28.39438	28.41699	28.39947	28.30715	28.10537	28.89333	29.008	28.51754	28.69381	28.90947	28.79442	28.66744	28.92404
"WP_003516448.1"	27.17163	26.80124	26.65901	26.36978	26.87172	26.86447	26.70837	26.55457	27.13673	26.97036	26.943	26.75729	27.05341	26.79389	26.55776	27.06447
"ADU75731.1"	27.36802	27.24765	27.14146	28.01107	26.85704	26.63474	26.0035	26.57358	25.64003	25.93102	25.18628	26.57737	24.73955	25.94172	24.11655	24.29075
"WP_003514556.1"	18.71189	20.18908	20.14128	20.80099	20.66288	18.90774	19.93711	22.76393	18.91924	21.22458	22.47584	19.6302	19.4327	20.8173	20.23471	19.3789
"WP_003517163.1"	26.46361	26.54551	26.92219	26.7827	26.59645	26.89127	26.723	26.39112	27.33813	26.69045	26.65266	26.5756	27.5598	27.47986	26.78366	27.54405
"WP_003515317.1"	19.94418	25.99655	24.39247	20.33441	25.66961	24.85462	25.87161	23.83452	25.94582	26.13903	19.87905	19.32072	25.4652	26.05223	19.37735	20.80452
"WP_003517145.1"	24.27679	24.82529	25.22262	24.16698	24.194	23.9735	23.21406	23.63726	19.95541	22.70972	24.19651	22.34477	24.65006	19.30948	18.83077	24.45649
"WP_003515290.1"	26.30182	26.14795	24.58669	25.13249	24.81234	25.26925	25.15328	25.35544	25.55335	25.29474	25.3112	25.4414	25.78816	25.56046	25.27323	25.73319
"WP_003515663.1"	26.68191	25.92983	26.79677	26.45389	26.77187	26.75656	26.77608	27.28197	27.0087	27.37718	26.57381	27.27918	26.26887	27.28997	26.83682	27.11351
"WP_003512183.1"	31.58296	30.10787	31.33814	31.02147	31.34326	31.67432	31.09441	31.88344	32.13696	31.41263	31.27162	31.37963	31.04786	30.0113	31.06356	30.91998
"WP_003514554.1"	24.35879	23.23506	24.07548	24.38999	24.21399	23.78739	24.14748	23.17163	23.20639	23.13116	23.66017	23.80056	23.75472	23.92766	23.03209	23.48372
"WP_003517592.1"	23.68188	23.00035	25.49743	24.21479	25.40434	23.85048	23.89918	24.53535	22.90716	24.42159	24.66592	24.98922	25.69063	25.39325	25.04776	24.98969
"WP_003517147.1"	26.34931	26.80659	26.24118	25.96572	26.80011	27.83222	26.67083	26.20835	25.5309	26.96808	27.39364	27.25682	25.69468	25.69646	26.97868	26.95326
"WP_003520705.1"	21.71155	19.54401	19.04056	19.7052	21.83477	20.59572	21.5653	21.61163	20.16934	18.53735	21.58671	22.24628	20.71299	21.45825	22.05356	21.56155
"WP_003515754.1"	26.73724	26.31194	26.7355	26.75923	26.92024	26.90809	26.83654	25.88856	26.45136	26.21308	26.42216	26.29233	26.20146	26.1742	25.83094	25.83406
"WP_003513126.1"	28.77882	28.95033	28.90767	28.89221	28.93199	29.14639	29.05302	28.7539	28.81863	28.69755	28.68917	28.90993	28.62315	28.48794	28.73663	28.38019
"WP_003517982.1"	20.48682	21.88299	20.33801	21.06163	20.01145	19.93625	22.77496	20.45137	20.35089	18.77152	19.27317	19.60494	20.18467	20.15553	19.8797	19.29306
"WP_003515869.1"	26.53538	25.85141	26.71382	26.09794	25.86454	25.97934	26.27305	26.57853	25.62674	25.71035	26.44224	26.15759	25.77011	25.65397	25.7067	25.13805
"WP_003514573.1"	26.21979	24.99215	25.08758	19.62354	25.92701	25.85507	25.40597	26.1224	24.23324	26.25636	25.50979	25.60533	26.93697	26.90591	25.9652	26.64026
"WP_003517177.1"	24.08738	23.80337	24.25925	23.85877	24.07095	23.99357	24.46962	24.10799	22.82577	21.05046	22.77318	23.66871	19.78548	23.36184	22.59581	24.96455
"WP_003518814.1"	24.95205	23.82108	21.822	24.64641	25.32352	25.03827	23.59598	24.30675	24.70008	23.44957	25.65258	25.16015	24.31678	24.7826	25.83483	19.73918
"WP_003517984.1"	26.28984	25.11952	26.9961	24.80925	26.05078	25.8907	26.94249	26.41938	26.38805	26.79449	26.78212	27.24828	25.05415	25.83918	26.94125	25.88321
"WP_003512807.1"	24.40355	23.90862	24.04348	24.67876	24.12105	25.16198	23.99431	24.08642	23.69623	24.32457	24.03717	22.68044	24.42273	23.4353	24.28614	25.20452
"WP_003514575.1"	25.21573	25.88029	25.34442	25.25232	26.11233	25.95673	25.8915	25.90254	25.61946	26.31387	26.32425	26.3295	26.6531	26.74129	26.87398	26.70879
"WP_003513122.1"	19.35633	20.93462	20.60719	23.49417	23.13938	18.79767	19.64231	19.3636	22.67226	22.69817	20.85192	20.2505	22.94507	22.72626	20.09627	20.14115
"WP_003514095.1"	23.95452	23.50584	24.83873	24.7049	25.36764	20.13975	19.91305	24.3391	25.05269	25.50783	19.97187	17.98872	23.52854	25.75632	25.92434	23.19769
"WP_003517153.1"	24.66799	24.73095	23.46054	24.36466	23.90175	23.7856	24.57752	23.95912	25.43221	24.1972	23.79725	24.36364	24.32951	23.84642	23.84778	24.77287
"WP_003513615.1"	25.16994	25.97039	25.12234	26.16618	25.78433	25.89965	26.34622	26.3322	25.35869	25.3895	26.41177	26.40743	24.19973	24.97296	26.17867	26.29779
"WP_003516767.1"	25.92703	23.93391	23.64569	25.4424	23.95014	25.77561	25.38744	26.13088	25.93971	25.84604	25.17027	23.90801	25.00979	26.46613	26.46187	26.37509
"WP_003517752.1"	26.53517	26.19403	26.53149	26.63974	26.92167	26.34466	26.45173	25.85772	25.82722	26.32237	26.48367	26.51406	25.85597	26.39281	25.80207	26.17372
"WP_003517204.1"	24.37959	22.4564	24.85395	24.82633	24.47529	25.48446	24.56368	25.17933	24.96536	24.41999	25.08475	25.10731	23.65916	24.12582	24.21413	24.24108
"WP_003513404.1"	20.22842	19.46029	19.72347	20.43046	22.27796	20.41819	20.528	21.89546	20.07409	21.12741	21.65426	21.78955	19.47216	19.59931	21.63458	21.61795
"WP_003515387.1"	23.38102	21.77246	23.55038	23.082	24.33025	23.64046	18.37348	24.90987	22.95842	24.22456	25.59748	23.2443	19.43514	23.96875	25.75522	22.49721
"WP_003517992.1"	20.26868	20.28754	19.40868	19.89996	25.49298	19.50407	26.74131	26.021	19.41648	19.35616	19.87303	18.13751	19.42316	18.98426	20.28005	19.58359
"WP_003521649.1"	22.32973	19.74368	22.33916	22.79084	18.88676	22.48143	18.51521	21.39219	20.83414	21.87504	20.41788	22.17083	18.64345	19.92688	22.57425	23.08721
"WP_003514503.1"	20.24518	19.14228	19.27417	19.31335	20.21247	21.46575	20.06551	21.53467	19.33112	18.10883	25.12195	24.30285	19.0575	19.17021	22.94437	18.96706
"WP_003512687.1"	27.07508	27.99695	26.97529	26.74507	26.1726	25.3401	27.0603	26.09929	27.35685	26.7034	27.13529	26.8148	26.96417	26.44307	25.74161	26.92982
"WP_003516870.1"	24.04144	22.5419	23.98528	24.23335	23.35926	23.38486	24.0732	23.30506	22.75895	23.52797	23.24374	22.94179	23.68851	23.46144	24.07229	22.83221
"WP_003515024.1"	21.46323	27.52166	19.21818	27.22007	20.48751	19.17845	19.98938	20.25432	20.17447	19.77425	19.55353	27.75945	19.70267	19.08155	19.99984	19.91195
"WP_003516320.1"	19.03069	20.06397	18.26366	20.21238	19.58455	19.03932	19.28749	19.88218	19.62003	20.63746	19.58997	19.76499	18.46328	20.94563	19.33413	19.15345
"WP_003512220.1"	24.61154	25.63353	28.23526	25.47593	19.26289	18.9814	25.15857	19.27661	19.00694	19.32975	24.33583	23.68376	24.02604	25.04197	28.89463	26.19163
"WP_003517588.1"	28.86498	27.83026	27.38935	28.13572	28.90764	26.5058	27.15218	26.41505	25.9774	25.59834	26.35555	28.81956	26.27687	25.8341	25.82996	25.74281
"WP_003515501.1"	24.61741	24.34114	24.77695	24.17014	24.07346	24.2371	24.40213	24.44011	21.98227	23.69637	23.00895	24.23532	23.99183	24.01542	22.79561	23.77157
"WP_003517436.1"	28.35494	27.03315	26.00894	26.1933	28.20212	26.89825	26.6725	26.2911	28.14336	27.49077	28.43394	27.10989	27.20332	26.75254	26.67656	27.21197
"WP_003517088.1"	29.61327	29.27209	29.08175	29.30932	29.36062	29.63769	29.52054	29.38913	29.72551	29.39178	29.47051	29.5447	29.633	29.57447	29.91152	29.46741
"WP_003517249.1"	23.32271	23.69043	22.07248	19.4907	23.44034	23.26618	22.56695	23.44556	23.23287	19.55362	23.45388	19.68507	22.57177	23.07436	24.10652	23.37049
"WP_003517657.1"	21.52783	26.11017	25.36943	25.96552	25.12195	24.62617	25.15477	24.67794	25.71037	25.23405	24.57633	18.94824	24.44757	24.30966	24.84676	25.21309
"WP_003515849.1"	31.16199	30.8415	30.55054	30.34277	30.64356	30.88468	30.42777	31.02649	31.21006	31.30272	31.17345	31.25519	31.04071	31.13226	31.33156	31.20876
"WP_003517800.1"	22.59703	19.3241	19.99219	19.40615	19.12546	17.99405	19.01628	22.36947	19.94655	19.51034	19.0069	18.66352	19.26539	20.44005	21.67145	19.06458
"WP_003515758.1"	24.97357	26.91362	23.11565	24.6556	19.06824	25.52954	23.54044	20.85456	25.95443	25.5403	23.29718	25.31351	24.63549	20.59947	26.486	25.81129
"WP_003515507.1"	27.73397	26.66229	27.45167	26.42592	26.87271	27.45927	26.93398	26.39227	27.94837	26.99527	25.92771	27.0318	26.453	25.90285	27.52659	27.8393
"WP_003514463.1"	20.11185	22.38579	19.06929	21.18403	21.67242	19.78203	18.77022	21.2219	19.1923	21.25329	20.67162	21.90847	18.27378	19.02503	21.49687	20.93317
"WP_003512363.1"	27.2818	28.69734	27.84074	27.46866	28.70274	28.93618	28.36195	28.91494	28.02715	29.13438	29.41411	29.15651	28.75873	27.89359	29.00993	29.37382
"WP_003513400.1"	23.79506	23.30247	23.7728	23.86144	23.59625	23.57387	23.70501	23.54688	24.05764	23.68938	23.44237	23.93388	23.2768	23.0023	23.97069	24.24777
"WP_003517802.1"	23.74346	24.25718	24.27291	24.55826	23.1597	24.06965	24.43928	24.01965	23.61039	19.60296	23.98904	23.88087	23.90089	22.10154	24.34627	24.08674
"WP_003517491.1"	27.79394	27.27798	27.44328	27.52642	27.65097	27.89161	27.49127	27.5542	27.87296	28.38791	28.49296	28.32679	28.5262	28.42117	28.23514	28.51153
"WP_003520820.1"	32.00671	32.67064	33.3676	32.74728	33.51873	33.65351	32.81011	33.57083	33.34989	33.45123	32.09041	33.58423	32.60201	31.78535	33.73298	32.50851
"WP_003518120.1"	25.94874	24.41422	25.34462	27.14094	24.92272	26.71907	26.22147	24.13957	26.08478	25.25194	24.35246	24.74751	26.03021	24.81553	24.68701	24.79849
"WP_003517754.1"	25.8313	25.06873	24.99324	25.0627	18.09293	18.82739	25.33769	25.44809	25.57241	24.99036	24.59866	24.36478	25.08796	25.00212	24.75889	25.67346
"WP_003516862.1"	23.2167	19.23742	21.41178	20.70183	23.34033	23.69716	23.51857	23.81087	19.10392	19.7577	23.1167	18.40522	19.25211	22.95231	22.24291	20.42636
"WP_003513402.1"	19.8254	21.06011	18.82768	22.85114	19.85911	21.25045	20.06248	21.78415	21.82533	20.49771	21.64834	21.9303	19.52089	21.04443	21.76776	23.27442
"WP_003512983.1"	22.65086	20.56575	19.05287	20.85388	22.73673	18.57746	20.60925	19.97496	20.96206	19.14984	20.02124	22.79983	20.29161	19.37842	20.76925	20.58617
"WP_003515841.1"	22.58332	23.35752	22.18027	22.60549	21.65479	22.2509	21.94932	22.28925	22.62063	22.65569	22.6144	20.16637	21.46189	23.7937	22.9649	21.10069
"WP_003518593.1"	27.41566	26.72827	27.01483	27.67391	26.39906	26.81582	27.15845	27.15639	26.04171	26.55321	26.18184	26.74487	27.21725	27.07561	26.69375	27.61183
"WP_003518136.1"	20.08846	22.69522	21.24433	22.82429	23.00315	23.35592	22.79926	19.87617	20.45809	23.09629	23.1569	23.26365	21.98091	23.80602	19.24773	19.00792
"WP_003517208.1"	27.69065	27.5394	27.52371	27.83019	28.19209	28.18508	27.73263	27.88381	27.88881	27.85741	27.84832	28.00147	27.4361	27.62373	27.72625	27.29113
"WP_003517778.1"	29.29234	29.24135	29.5334	28.92225	28.88995	28.5643	28.73064	28.57347	28.50531	29.10981	28.14544	28.08188	28.77953	28.83299	28.63296	28.31848
"WP_003517457.1"	23.63447	24.84033	25.23729	23.92056	25.36856	24.47871	25.92205	24.16923	24.35949	25.81234	25.05891	25.0081	26.09151	26.41426	24.02637	26.72801
"WP_003515764.1"	28.02289	28.21366	27.45341	27.45491	28.02994	28.15875	27.99597	28.0557	27.41811	27.8938	28.06978	28.00204	27.94622	28.15341	27.96954	28.00245
"WP_003516351.1"	25.92835	25.85072	25.26249	25.85431	25.39311	25.21586	24.81417	25.97294	24.59077	24.55827	24.83264	24.86152	24.58022	24.92443	24.8102	24.81325
"WP_003515847.1"	27.64709	27.57078	27.56887	27.05232	27.64701	27.92351	27.84103	27.54065	27.48928	27.83228	27.74013	27.45609	27.39392	27.72048	27.26202	26.8614
"WP_003519332.1"	23.56318	25.1369	24.88782	25.19542	22.87341	23.60125	25.59079	24.96284	22.27987	23.26363	22.76037	22.93963	23.32774	23.01571	23.02921	22.81165
"WP_003518444.1"	26.28664	26.44164	27.12213	26.41407	27.44003	27.42283	26.12567	24.15526	22.12157	22.65217	26.20797	25.88504	22.21281	22.67796	26.32623	22.35301
"WP_003518745.1"	23.64205	22.05018	21.88256	22.91315	22.12714	18.8104	24.43304	24.80651	23.17924	25.42579	22.7202	23.0672	22.83099	22.96576	22.73701	21.81112
"WP_003515762.1"	26.83645	25.90279	26.66669	26.35677	26.4547	26.70171	26.97388	26.53775	26.36101	26.67768	26.62468	26.22672	26.98065	27.03349	26.74142	26.36148
"WP_003515855.1"	28.01314	28.50985	28.55948	28.21513	28.42632	28.37555	28.50636	28.25759	28.83942	28.60934	28.72854	28.79226	27.99645	28.09029	28.18872	28.13667
"WP_003519334.1"	28.37427	28.41284	28.66531	28.80115	28.56388	28.71129	28.75444	28.71903	28.34861	28.52186	28.65754	28.18023	28.31219	28.39956	28.28745	28.45708
"WP_003518743.1"	20.68598	22.06785	19.61507	22.88878	22.73997	21.67712	22.82908	22.21634	21.75777	21.91716	21.9721	22.47073	22.87698	22.19956	22.76344	22.07889
"WP_003512370.1"	23.82892	24.21191	26.57816	25.08813	24.25906	24.01771	26.34014	25.26741	29.93423	24.41494	25.03944	24.8525	24.74221	23.9004	26.38839	23.82024
"WP_003514668.1"	23.95305	20.72164	18.41561	19.35223	18.91611	21.07725	19.55188	20.42074	20.61701	19.5119	18.89836	19.7618	23.69976	19.98639	20.10146	21.03221
"WP_003515873.1"	23.8805	21.83538	22.49787	22.66486	23.50133	23.92198	24.04786	23.13301	23.65211	24.78352	23.75921	23.26717	25.04016	23.49798	24.07813	24.38647
"WP_003514181.1"	27.07824	25.78664	27.12111	26.80424	27.64085	26.83724	27.48721	27.95216	26.81684	26.90355	27.13098	27.29105	26.83211	27.15711	27.17591	27.44422
"WP_003515871.1"	25.19105	25.14091	25.50553	24.85151	25.34527	25.50813	25.73558	25.22812	25.243	24.56165	25.12305	25.3392	25.28625	25.34144	25.07688	24.86185
"WP_003513581.1"	29.02826	28.95211	29.596	29.01773	29.0568	29.8453	29.47631	29.45023	29.50461	29.94777	30.1271	30.58228	29.32297	29.9175	30.6131	30.33015
"WP_003514861.1"	18.73025	24.87959	24.97441	24.63336	18.66924	25.01185	24.96242	19.55683	19.04757	23.76723	20.49653	20.3358	19.12708	24.59716	23.65393	24.87173
"WP_003512374.1"	20.23661	24.73217	25.03231	21.27826	24.26674	19.39194	25.40596	24.58257	25.46693	25.67731	24.85735	25.14705	26.27986	26.24062	25.82818	26.40299
"WP_003517742.1"	25.001	23.45613	23.52577	23.66253	23.68159	23.70986	23.31773	19.59325	23.59508	23.57949	23.77547	24.04184	23.97277	24.099	23.9702	24.06907
"WP_003515511.1"	25.15484	25.19868	24.53794	24.3295	25.12383	25.04423	26.56163	25.16743	25.05126	26.18874	24.52347	25.54914	24.87605	25.54035	24.13633	25.17521
"WP_003515405.1"	29.53583	29.13056	29.27867	29.35815	29.34226	29.72163	29.4765	29.50133	29.71969	29.67433	29.93421	29.58884	29.82309	29.65714	30.03329	29.53345
"WP_003514440.1"	20.16264	21.15672	20.84719	19.68929	18.89933	18.15122	20.05597	19.01048	21.06055	22.79325	19.59502	19.22579	19.88104	21.07664	18.91955	19.36217
"WP_003517254.1"	19.48064	19.52769	23.65706	28.64915	26.72825	19.8078	26.03769	20.67436	27.26052	28.06556	19.27389	20.13472	28.3022	28.61122	19.87074	27.3021
"WP_003519255.1"	21.44167	20.12216	21.21991	21.37546	19.89757	22.24783	19.46732	20.55595	19.39984	19.04041	19.80818	20.21552	20.72965	20.38406	19.10719	19.61527
"WP_003519151.1"	26.05082	26.33547	25.37122	26.26284	26.16988	25.59072	25.48691	26.34722	26.74787	25.99698	26.94975	26.18155	26.27013	26.88323	26.37096	26.42303
