ProteinID	GO
WP_003512078.1	GO:0008929,GO:0019242,
WP_003512093.1	GO:0019752,GO:0035999,GO:0006807,GO:0009067,GO:0044281,GO:0016491,GO:0044710,GO:0050660,GO:0050667,GO:0016021,GO:0006520,GO:0016646,GO:0016645,GO:0008150,GO:0071704,GO:0001843,GO:0044877,GO:0000097,GO:0009987,GO:0004489,GO:0003824,GO:0031060,GO:0008152,GO:0043436,GO:0055114,GO:0044238,GO:1901564,GO:0072341,GO:0006082,GO:0005829,GO:0006555,GO:0044237,GO:0003674,GO:0009086,GO:0070829
WP_003512097.1	GO:0046872,GO:0055114,GO:0016491
WP_003512099.1	GO:0040007,GO:0106004,GO:0016021,GO:0006044,GO:0008448,GO:0008176,GO:0006400,GO:0008150
WP_003512104.1	GO:0005488,GO:0006771,GO:0009231,GO:0044249,GO:0008703,GO:0006807,GO:0003674,GO:0008270,GO:0044283,GO:1901362,GO:1901363,GO:1901265,GO:0016491,GO:0005737,GO:0050662,GO:0050661,GO:0044711,GO:0040007,GO:0042727,GO:0042726,GO:0016020,GO:0016814,GO:0000166,GO:0071704,GO:0019239,GO:1901360,GO:0008835,GO:0018130,GO:0016787,GO:0006767,GO:0006766,GO:1901576,GO:0009987,GO:0044710,GO:0005623,GO:0036094,GO:0003824,GO:0009058,GO:0009110,GO:0008150,GO:0008152,GO:0005886,GO:1901564,GO:0034641,GO:0055114,GO:0046483,GO:0044271,GO:0016616,GO:1901566,GO:0051188,GO:0097159,GO:0005829,GO:0044464,GO:0042364,GO:0044237,GO:0005622,GO:0005575,GO:0016614,GO:0044444,GO:0071944,GO:0051186,GO:0044424,GO:0048037,GO:0016810,GO:0044281
WP_003512106.1	GO:0006771,GO:0009231,GO:0044249,GO:0034641,GO:0006807,GO:0003674,GO:0044281,GO:0044283,GO:0016867,GO:0016866,GO:1901362,GO:1901360,GO:0000906,GO:0044710,GO:0044711,GO:0042727,GO:0042726,GO:0051188,GO:0016765,GO:0016740,GO:0018130,GO:0006767,GO:0006766,GO:1901576,GO:0009987,GO:0003824,GO:0009058,GO:0009110,GO:0008150,GO:0008152,GO:0044271,GO:0046483,GO:0071704,GO:1901564,GO:0016853,GO:1901566,GO:0042364,GO:0044237,GO:0051186,GO:0004746
WP_003512109.1	GO:0008686,GO:0003935,GO:0000287,GO:0030145,GO:0009231,GO:0008270,GO:0005525
WP_003512112.1	GO:0000906,GO:0016853,GO:0009231,GO:0008150,GO:0003824,GO:0004746,GO:0003674,GO:0008152,GO:0016867,GO:0016866,GO:0009349,GO:0016874,GO:0040007
WP_003512113.1	GO:0035438
WP_003512115.1	GO:0000272,GO:0004553
WP_003512117.1	GO:0080090,GO:0019222,GO:0023014,GO:0051716,GO:0010605,GO:0071704,GO:0000160,GO:0016740,GO:0004712,GO:0048519,GO:0060255,GO:0045990,GO:2001141,GO:0031668,GO:0031669,GO:0009605,GO:0019538,GO:0000155,GO:0031667,GO:0009892,GO:0009890,GO:0010629,GO:0003674,GO:0050789,GO:0044267,GO:0044260,GO:0031670,GO:0065007,GO:0005524,GO:0016787,GO:0016301,GO:0009889,GO:0016788,GO:0050794,GO:0003824,GO:0043412,GO:0036211,GO:0008150,GO:0008152,GO:0016773,GO:0016772,GO:0050896,GO:0006355,GO:0010556,GO:0006109,GO:0010558,GO:0016791,GO:0016311,GO:0016310,GO:0042578,GO:0070887,GO:0007154,GO:0044699,GO:0000287,GO:0071496,GO:0009987,GO:0045892,GO:0051253,GO:0051252,GO:0043170,GO:0009991,GO:0031327,GO:0031326,GO:0031324,GO:0031323,GO:0045013,GO:2000112,GO:2000113,GO:0004674,GO:0004672,GO:0010468,GO:0006468,GO:0045934,GO:0019219,GO:0007584,GO:0006464,GO:0044763,GO:0051171,GO:0051172,GO:0042221,GO:0044238,GO:0005975,GO:0044237,GO:0004647,GO:0006796,GO:0006793,GO:0048523
WP_003512119.1	GO:0071978,GO:0006928,GO:0042578,GO:0051674,GO:0003674,GO:0005488,GO:0044699,GO:0043169,GO:0046914,GO:0043167,GO:0008150,GO:0046872,GO:0016787,GO:0071973,GO:0009987,GO:0016788,GO:0003824,GO:0044763,GO:0008152,GO:0051179,GO:0040011,GO:0048870,GO:0001539,GO:0008270
WP_003512125.1	GO:0005737,GO:0016740,GO:0008360,GO:0016021
WP_003512126.1	GO:0102500,GO:0005980,GO:0004134,GO:0004135,GO:0003824,GO:0019239,GO:0004197,GO:0006508,GO:0009168
WP_003512127.1	GO:0044464,GO:0090305,GO:0005618,GO:0004519,GO:0016020,GO:0043937,GO:0050793,GO:0005623,GO:0030312,GO:0005575,GO:0006355,GO:0071944,GO:0065007,GO:0003700,GO:0051301,GO:0005886,GO:0008150,GO:0003677,GO:0050789,GO:0007049
WP_003512128.1	GO:0009401,GO:0005737,,
WP_003512129.1	GO:0043856,GO:0030435,GO:0006355,GO:0045893,GO:0045152
WP_003512130.1	GO:0016989,GO:0006468,GO:0004674,GO:0042174,GO:0030435,GO:0030436,GO:0045892,GO:0005524
WP_003512132.1	GO:0003700,GO:0016987,GO:0006355,GO:2000142,GO:0006352,GO:0003677
WP_003512134.1	GO:0016021
WP_003512136.1	GO:0016021
WP_003512143.1	GO:0016021
WP_003512146.1	GO:0016787,GO:0016021,
WP_003512148.1	GO:0008152,GO:0044464,GO:0008175,GO:0009451,GO:0090304,GO:0034641,GO:0002128,GO:0003674,GO:0005623,GO:0034660,GO:0008168,GO:0052666,GO:1901360,GO:0005737,GO:0030488,GO:0008649,GO:0044260,GO:0006399,GO:0010467,GO:0071704,GO:0016740,GO:0016741,GO:0071840,GO:0022613,GO:0032259,GO:0016300,GO:0006364,GO:0005622,GO:0008033,GO:0006139,GO:0008757,GO:0042254,GO:0009987,GO:0006725,GO:0006400,GO:0043412,GO:0008150,GO:0008173,GO:0031167,GO:0001510,GO:0046483,GO:0016070,GO:0044238,GO:0016072,GO:0002130,GO:0002131,GO:0002132,GO:0003824,GO:0016427,GO:0052665,GO:0044237,GO:0043170,GO:0005575,GO:0000154,GO:0006807,GO:0003723,GO:0034470,GO:0044424,GO:0043414,GO:0006396,GO:0044085
WP_003512152.1	GO:0006633,GO:0005737,GO:0033818,GO:0044464,GO:0005623,GO:0005622,GO:0005575,GO:0003824,GO:0008152,GO:0004315,GO:0044424
WP_003512155.1	GO:0006633,GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0005575,GO:0003824,GO:0008152,GO:0004315,GO:0044424
WP_003512157.1	GO:0006631,GO:0035639,GO:0006805,GO:0030170,GO:0072330,GO:0016491,GO:0016021,GO:0033875,GO:0055114,GO:0018729,GO:0005759,GO:0046872,GO:0035383,GO:0016788,GO:0009150,GO:0003824,GO:0008152,GO:0016874,GO:0034032,GO:0008610,GO:0043603,GO:0008483,GO:0030554,GO:0005515,GO:0004321,GO:0032553,GO:0031177
WP_003512164.1	GO:0006633,GO:0005737,GO:0008897,GO:0000287,GO:0044464,GO:0005623,GO:0005622,GO:0005575,GO:0044424
WP_003512173.1	GO:0019320,GO:0046365,GO:0051287,GO:0003674,GO:0005623,GO:0006091,GO:0006096,GO:0016491,GO:0005737,GO:0044710,GO:0016020,GO:0016620,GO:0071704,GO:1901575,GO:0009987,GO:0019318,GO:0050661,GO:0003824,GO:0004365,GO:0008150,GO:0008152,GO:0044723,GO:0009056,GO:0055114,GO:0044724,GO:0044238,GO:0005975,GO:0005996,GO:0005829,GO:0016052,GO:0044237,GO:0005622,GO:0005575,GO:0044444,GO:0016903,GO:0044424,GO:0044464,GO:0006006,GO:0006007
WP_003512174.1	GO:0019320,GO:0046365,GO:0046364,GO:0071944,GO:0003674,GO:0005623,GO:0006091,GO:0004807,GO:0006096,GO:0016861,GO:0016860,GO:0005737,GO:1901576,GO:1901575,GO:0040007,GO:0016020,GO:0071704,GO:0016052,GO:0006094,GO:0005622,GO:0009987,GO:0019318,GO:0019319,GO:0003824,GO:0009058,GO:0008150,GO:0008152,GO:0005886,GO:0044723,GO:0009056,GO:0044724,GO:0044238,GO:0005975,GO:0016853,GO:0005996,GO:0005829,GO:0044464,GO:0044237,GO:0016051,GO:0005575,GO:0044444,GO:0005576,GO:0044424,GO:0006006,GO:0006007
WP_003512175.1	GO:0019320,GO:0046365,GO:0044464,GO:0003674,GO:0005488,GO:0016868,GO:0016866,GO:0006091,GO:0006096,GO:0005737,GO:0043169,GO:1901575,GO:0005623,GO:0046914,GO:0043167,GO:0071704,GO:0004619,GO:0046872,GO:0009987,GO:0019318,GO:0030145,GO:0003824,GO:0008150,GO:0008152,GO:0044723,GO:0009056,GO:0044724,GO:0044238,GO:0005975,GO:0016853,GO:0005996,GO:0016052,GO:0044237,GO:0005622,GO:0005575,GO:0046537,GO:0044424,GO:0006006,GO:0006007
WP_003512176.1	GO:0016787,GO:0016021,GO:0042981,
WP_003512177.1	GO:0000015,GO:0005737,GO:0009986,GO:0000287,GO:0044464,GO:0005623,GO:0005622,GO:0005575,GO:0005576,GO:0004634,GO:0044424,GO:0046872,GO:0006096
WP_003512178.1	GO:0015450,GO:0071806,GO:0009306,GO:0016021,GO:0005886
WP_003512179.1	GO:0016787,GO:0004371,GO:0006071,GO:0016310
WP_003512181.1	GO:0016021
WP_003512190.1	GO:0005737,GO:0006139,GO:0004518,GO:0044464,GO:0005623,GO:0004386,GO:0005575,GO:0090305,GO:0006364,GO:0000967,GO:0044424,GO:0005622
WP_003512194.1	GO:0016021,GO:0016020,GO:0044464,GO:0005623,GO:0005575,GO:0071944,GO:0005886
WP_003512197.1	GO:0003824,GO:0051536,
WP_003512200.1	GO:0044249,GO:0071944,GO:0003674,GO:0005623,GO:0034645,GO:0005622,GO:0044267,GO:0040007,GO:0044260,GO:0016020,GO:0005198,GO:0003735,GO:0071704,GO:0010467,GO:1901576,GO:0009987,GO:0009058,GO:0009059,GO:0008150,GO:0008152,GO:0005886,GO:0044238,GO:0005840,GO:0019538,GO:0044464,GO:0044237,GO:0043170,GO:0005575,GO:0003723,GO:0019843,GO:0006412
WP_003512202.1	GO:0006508,GO:0008233,GO:0005840,
WP_003512204.1	GO:0044249,GO:0071944,GO:0003674,GO:0005623,GO:0034645,GO:0043170,GO:0044267,GO:0040007,GO:0044260,GO:0005618,GO:0016020,GO:0005198,GO:0003735,GO:0071704,GO:0010467,GO:1901576,GO:0009987,GO:0030312,GO:0009058,GO:0009059,GO:0008150,GO:0008152,GO:0005886,GO:0044238,GO:0005840,GO:0019538,GO:0044464,GO:0044237,GO:0005622,GO:0005575,GO:0006412
WP_003512219.1	GO:0003723
WP_003512222.1	GO:0051536
WP_003512224.1	GO:0003700,GO:0000160,GO:0043565,GO:0006355
WP_003512229.1	GO:0055114,GO:0016491
WP_003512240.1	GO:0006629,GO:0008081,GO:0016021,GO:0003824,GO:0016740,GO:0008152,GO:0005886,GO:0046872,GO:0008484
WP_003512242.1	GO:0005975,GO:0016998,GO:0016810,GO:0016798,GO:0003824
WP_003512246.1	GO:0016787,
WP_003512248.1	GO:0005737,GO:0004056,GO:0044464,GO:0005623,GO:0005622,GO:0005575,GO:0003824,GO:0044424,GO:0042450
WP_003512250.1	GO:0004055,GO:0044283,GO:0019752,GO:0044249,GO:0006807,GO:0003674,GO:0005623,GO:0009064,GO:0005737,GO:1901576,GO:0044710,GO:0044711,GO:0006520,GO:0006526,GO:0006525,GO:0071704,GO:1901605,GO:0005524,GO:0008652,GO:0009987,GO:0003824,GO:0009058,GO:0008150,GO:0008152,GO:0043436,GO:0016874,GO:0044238,GO:1901564,GO:0006082,GO:1901566,GO:0016879,GO:0046394,GO:0044464,GO:0016053,GO:0044237,GO:0005622,GO:0005575,GO:1901607,GO:0044424,GO:0009084,GO:0044281
WP_003512252.1	GO:0003676,GO:0090304,GO:0090305,GO:0034641,GO:0006807,GO:0003674,GO:0005623,GO:0034645,GO:0016889,GO:1901576,GO:0005622,GO:0044699,GO:0005737,GO:0006139,GO:0051716,GO:0000725,GO:0016021,GO:0000287,GO:0004520,GO:0071704,GO:0006260,GO:0006261,GO:0031297,GO:0048476,GO:0016787,GO:0006281,GO:0009987,GO:0006725,GO:0016788,GO:0006974,GO:0003824,GO:0006950,GO:0009059,GO:0044763,GO:0071932,GO:0016894,GO:0008821,GO:0043234,GO:0008152,GO:0006310,GO:0046483,GO:0045005,GO:0044238,GO:0032991,GO:0044260,GO:0044249,GO:0004518,GO:0004519,GO:0050896,GO:0044464,GO:0009058,GO:0044237,GO:0043170,GO:0005575,GO:0004536,GO:0006259,GO:0033554,GO:0044424,GO:0008150,GO:1901360
WP_003512254.1	GO:0033202,GO:0071103,GO:0009379,GO:0009378,GO:0016787,GO:0009991,GO:0090304,GO:0034641,GO:0006807,GO:0003674,GO:0005623,GO:0009432,GO:0003677,GO:0003678,GO:0005622,GO:0044699,GO:0005737,GO:0006139,GO:0051716,GO:0006302,GO:0000725,GO:0000724,GO:0016020,GO:0071704,GO:1901360,GO:0048476,GO:0005524,GO:0032392,GO:0071496,GO:0016818,GO:0006281,GO:0032508,GO:0009987,GO:0006725,GO:0017111,GO:0004386,GO:0006974,GO:0003824,GO:0006950,GO:0008150,GO:0008152,GO:0005886,GO:0007154,GO:0006310,GO:0046483,GO:0043234,GO:0044238,GO:0031668,GO:0032991,GO:0044260,GO:0009605,GO:0050896,GO:0044464,GO:0016817,GO:0044237,GO:0043170,GO:0005575,GO:0016462,GO:0071944,GO:0006259,GO:0033554,GO:0044424,GO:0044763
WP_003512257.1	GO:0071103,GO:0009991,GO:0009378,GO:0016787,GO:0090304,GO:0034641,GO:0006807,GO:0003674,GO:0005623,GO:0009432,GO:0003677,GO:0003678,GO:0005622,GO:0044699,GO:0016491,GO:0005737,GO:0006139,GO:0051716,GO:0043546,GO:0000725,GO:0071704,GO:1901360,GO:0046872,GO:0048476,GO:0005524,GO:0032392,GO:0071496,GO:0016818,GO:0006281,GO:0032508,GO:0009987,GO:0006725,GO:0017111,GO:0004386,GO:0006974,GO:0003824,GO:0006950,GO:0008150,GO:0008152,GO:0007154,GO:0006310,GO:0055114,GO:0046483,GO:0043234,GO:0044238,GO:0031668,GO:0032991,GO:0044260,GO:0009605,GO:0050896,GO:0044464,GO:0016817,GO:0044237,GO:0043170,GO:0005575,GO:0016462,GO:0006259,GO:0033554,GO:0044424,GO:0044763
WP_003512259.1	GO:0016787,GO:0052693,GO:0008033,GO:0051539,GO:0016021,GO:0008616,GO:0046872,GO:0008963,GO:0055114
WP_003512262.1	GO:0005515,GO:0007049,GO:0051301
WP_003512264.1	GO:0008745,GO:0009253
WP_003512265.1	GO:0050662,GO:0003824,GO:0003978,GO:0006012
WP_003512267.1	GO:0016020,GO:0005886,GO:0009022,GO:0090304,GO:0090305,GO:0034641,GO:0006807,GO:0003674,GO:0005623,GO:0008033,GO:0034660,GO:0000175,GO:0071840,GO:1901361,GO:0006139,GO:1901575,GO:0000049,GO:0016075,GO:0044260,GO:0090503,GO:0004527,GO:0004540,GO:0042254,GO:0071704,GO:0016740,GO:0042780,GO:0006364,GO:0022613,GO:0006401,GO:0046483,GO:0016787,GO:0034470,GO:0044238,GO:0031125,GO:0009987,GO:0006725,GO:0016072,GO:0016788,GO:0046700,GO:0003824,GO:0044265,GO:0008150,GO:0031123,GO:0008152,GO:0043628,GO:0034655,GO:0009056,GO:0009057,GO:0010467,GO:0016070,GO:0044248,GO:0016779,GO:0044270,GO:0004518,GO:0016772,GO:0044464,GO:0044237,GO:0043170,GO:0005575,GO:0006399,GO:0044085,GO:0071944,GO:0019439,GO:1901360,GO:0006396
WP_003512269.1	GO:0080090,GO:0019222,GO:0003674,GO:0004857,GO:0043086,GO:0005615,GO:0051246,GO:0050789,GO:0052548,GO:0010466,GO:0065007,GO:0044092,GO:0065009,GO:0046872,GO:0061135,GO:0050790,GO:0004866,GO:0052547,GO:0060255,GO:0030234,GO:0061134,GO:0000272,GO:0030162,GO:0030414,GO:0004867,GO:0010951,GO:0051346,GO:0051336,GO:0005515,GO:0004553,GO:0008150,GO:0003993
WP_003512274.1	GO:0004356,GO:0003824,GO:0006807,,
WP_003512275.1	GO:0016021,GO:0006541,GO:0016740
WP_003512281.1	GO:0050661,GO:0050660,GO:0051539,GO:0020037,GO:0016021,GO:0042128,GO:0010181,GO:0045454,GO:0046872,GO:0055114,GO:0016491
WP_003512282.1	GO:0016021,GO:0055114,GO:0008152,GO:0016491
WP_003512284.1	GO:0022607,GO:0070271,GO:0043933,GO:0051260,GO:0071944,GO:0003674,GO:0071840,GO:0005737,GO:0071822,GO:0016020,GO:0009399,GO:0016043,GO:0006542,GO:0065003,GO:0044085,GO:0005524,GO:0016787,GO:0006461,GO:0003824,GO:0008150,GO:0008152,GO:0005886,GO:0051259,GO:0004356,GO:0016810,GO:0016811,GO:0044464,GO:0005623,GO:0005622,GO:0005575,GO:0050001,GO:0006807,GO:0044424
WP_003512286.1	GO:0000160,GO:0003723,
WP_003512288.1	GO:0016021,GO:0016020,GO:0044464,GO:0005623,GO:0005575,GO:0071944,GO:0003676,GO:0005886
WP_003512291.1	GO:0008094,GO:0032508,GO:0140097,GO:0004386,GO:0003677,GO:0005524
WP_003512293.1	GO:0006281,GO:0004518,GO:0032508,GO:0090305,GO:0003677,GO:0003678,GO:0004527,GO:0005524
WP_003512298.1	GO:0006355,GO:0003677
WP_003512300.1	GO:0030247,GO:0016798,GO:0044248,GO:0044036,GO:0003674,GO:1901575,GO:0071704,GO:0016787,GO:0000272,GO:0003824,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0044238,GO:0005975,GO:0005976,GO:0016052,GO:0043170,GO:0005575,GO:0005576,GO:0004553,GO:0042972
WP_003512313.1	GO:0006520,GO:0006432,GO:0019752,GO:0090304,GO:0044249,GO:0034641,GO:0006807,GO:0003674,GO:0005623,GO:0034645,GO:0034660,GO:0005622,GO:1901360,GO:0005737,GO:0006139,GO:0044710,GO:0000049,GO:0044260,GO:0000287,GO:0000166,GO:0071704,GO:0010467,GO:0043039,GO:0005524,GO:0044267,GO:0009987,GO:0006725,GO:0003824,GO:0009058,GO:0004812,GO:0008150,GO:0008152,GO:0043436,GO:0016874,GO:0016875,GO:0016876,GO:0046483,GO:0016070,GO:0044238,GO:0004826,GO:1901564,GO:0006082,GO:0019538,GO:0044464,GO:0044237,GO:0043170,GO:0005575,GO:0006399,GO:0043038,GO:0009059,GO:0006418,GO:0044424,GO:1901576,GO:0006412,GO:0044281
WP_003512315.1	GO:0006520,GO:0006432,GO:0019752,GO:0090304,GO:0044249,GO:0034641,GO:0006807,GO:0003674,GO:0005623,GO:0034645,GO:0034660,GO:0005622,GO:1901360,GO:0005737,GO:0006139,GO:0044710,GO:0000049,GO:0044260,GO:0000287,GO:0071704,GO:0010467,GO:0009059,GO:0005524,GO:1902494,GO:0044267,GO:0009987,GO:0006725,GO:0003824,GO:0009058,GO:0004812,GO:0008150,GO:0008152,GO:0043436,GO:0016020,GO:0016874,GO:0016875,GO:0016876,GO:0046483,GO:0016070,GO:0044238,GO:0004826,GO:1901564,GO:0006082,GO:0019538,GO:0044464,GO:0044237,GO:0043170,GO:0005575,GO:0006399,GO:0043038,GO:0043039,GO:0003723,GO:0006418,GO:0044424,GO:1901576,GO:0006412,GO:0044281
WP_003512316.1	GO:0006265,GO:0003690,
WP_003512317.1	GO:0005737,GO:0004347,GO:0044464,GO:0005623,GO:0005622,GO:0005575,GO:0044424,GO:0006096,GO:0006094
WP_003512318.1	GO:0016787,GO:0016021,
WP_003512346.1	GO:0016857,GO:0044249,GO:0003674,GO:0034645,GO:0045227,GO:0016051,GO:0071840,GO:0009103,GO:1901576,GO:0044264,GO:0045226,GO:0044262,GO:0044260,GO:0046379,GO:0016043,GO:0071704,GO:0044699,GO:0006629,GO:0046402,GO:0050662,GO:0009243,GO:0009987,GO:0000271,GO:0044710,GO:0034637,GO:0009058,GO:0009059,GO:0008150,GO:0008152,GO:0044723,GO:0044255,GO:0045230,GO:0008610,GO:0008653,GO:0044238,GO:0016854,GO:0033692,GO:0005975,GO:0016853,GO:0003824,GO:1901137,GO:1901135,GO:0005976,GO:0044763,GO:0044237,GO:0043170,GO:0045229
WP_003512350.1	GO:0051536,GO:0003824,GO:0046872,GO:0016021
WP_003512354.1	GO:0005840,GO:0008080
WP_003512363.1	GO:0005737,GO:0022900,GO:0045454,GO:0015035,GO:0005524,GO:0009055
WP_003512366.1	GO:0080090,GO:0019222,GO:0010039,GO:0060089,GO:0007165,GO:0010041,GO:1901362,GO:1901363,GO:1901360,GO:0051716,GO:0010604,GO:0000160,GO:0048518,GO:0051704,GO:0044212,GO:0060255,GO:0001067,GO:0010038,GO:2001141,GO:0010035,GO:0046483,GO:0044700,GO:0048874,GO:0048872,GO:0000156,GO:0044424,GO:0019438,GO:0009893,GO:0009372,GO:0006807,GO:0003674,GO:0005623,GO:0003676,GO:0003677,GO:0035556,GO:0005622,GO:0050789,GO:1901576,GO:0044260,GO:0065007,GO:0065008,GO:0018130,GO:0043565,GO:0009889,GO:0050794,GO:0008150,GO:0008152,GO:0034654,GO:0016070,GO:0044271,GO:0097159,GO:0050896,GO:0006355,GO:0010556,GO:0000976,GO:0006351,GO:0000975,GO:0032774,GO:0044249,GO:0034641,GO:0023052,GO:0034645,GO:0007154,GO:0044699,GO:0005737,GO:0006139,GO:0009987,GO:0006725,GO:0090304,GO:0051252,GO:0044464,GO:0009059,GO:0043170,GO:0010628,GO:0005488,GO:0031326,GO:0031323,GO:0042592,GO:0004871,GO:2000112,GO:0071704,GO:0010467,GO:0010468,GO:0019219,GO:0009058,GO:0044764,GO:0044763,GO:0051171,GO:0001047,GO:0001046,GO:0042221,GO:0044238,GO:0032991,GO:0032993,GO:0044237,GO:0005575
WP_003512369.1	GO:0016021,GO:0051301
WP_003512371.1	GO:0016787,GO:0015562,GO:0016021,GO:0140096,GO:0006508,GO:0055085
WP_003512374.1	GO:0003700,GO:0006355,GO:0003677,GO:0005622
WP_003512380.1	GO:0008452,GO:0046872,GO:0006396,GO:0005525
WP_003512382.1	GO:0016021
WP_003512386.1	GO:0019222,GO:0019217,GO:0019216,GO:0005618,GO:0044464,GO:0031323,GO:0010565,GO:0005623,GO:0030312,GO:0005575,GO:0071944,GO:0008150,GO:0016887,GO:0065007,GO:0050794,GO:0050789,GO:0005524,GO:0080090
WP_003512387.1	GO:0016021
WP_003512395.1	GO:0016021,GO:0000272,GO:0004553
WP_003512397.1	GO:0004252,GO:0016021,GO:0006508
WP_003512401.1	GO:0016787,GO:0016311,GO:0016310,GO:0016021,GO:0016301,GO:0008152,
WP_003512405.1	GO:0006520,GO:0004350,GO:0009064,GO:0019752,GO:0044249,GO:0006807,GO:0003674,GO:0044237,GO:0044283,GO:0055129,GO:1901362,GO:1901363,GO:1901265,GO:0016491,GO:0005737,GO:1901576,GO:0050661,GO:0044711,GO:0006561,GO:0006560,GO:0016020,GO:0016620,GO:0000166,GO:0071704,GO:1901360,GO:0008652,GO:1901605,GO:1901607,GO:0018130,GO:0044281,GO:0050662,GO:0006082,GO:0009987,GO:0044710,GO:0009084,GO:0036094,GO:0003824,GO:0009058,GO:0016903,GO:0008150,GO:0008152,GO:0005886,GO:0043436,GO:0055114,GO:0046483,GO:0044238,GO:1901564,GO:0043231,GO:1901566,GO:0046394,GO:0097159,GO:0005829,GO:0044464,GO:0016053,GO:0005623,GO:0005622,GO:0005575,GO:0044444,GO:0071944,GO:0044424,GO:0048037,GO:0005488
WP_003512411.1	GO:0008483,GO:0016491,GO:0055114,GO:0003824
WP_003512414.1	GO:0006935,GO:0016021,GO:0016020,GO:0004888,GO:0007165,GO:0004871,GO:0005886
WP_003512416.1	GO:0030248,GO:0005975,GO:0016021,GO:0030246,GO:0005886,GO:0046872
WP_003512418.1	GO:0005737,GO:0001123,GO:0003700,GO:0016021,GO:0016987,GO:0006355,GO:2000142,GO:0006352,GO:0003677,GO:0003899
WP_003512420.1	GO:0030248,GO:0030243,GO:0016798,GO:0044248,GO:0044036,GO:0003674,GO:0071840,GO:0044260,GO:0016998,GO:0016021,GO:0071554,GO:0071704,GO:0044699,GO:0016787,GO:0009987,GO:0000272,GO:0003824,GO:0008150,GO:0008152,GO:0009056,GO:0044275,GO:0005975,GO:0016977,GO:0044237,GO:0043170,GO:0004553,GO:0044763
WP_003512422.1	GO:0030248,GO:0005975,GO:0016021,GO:0030246,GO:0005576,GO:0008061,GO:0004553
WP_003512424.1	GO:0016787,GO:0016021,
WP_003512427.1	GO:0051287,GO:0008465,GO:0003674,GO:0005488,GO:1901363,GO:1901265,GO:0016491,GO:0005737,GO:0050662,GO:0044710,GO:0000166,GO:0036094,GO:0003824,GO:0048037,GO:0008152,GO:0055114,GO:0016614,GO:0016616,GO:0097159,GO:0044464,GO:0005623,GO:0005622,GO:0005575,GO:0044424,GO:0008150
WP_003512434.1	GO:0140098,GO:0004730,GO:0009982,GO:0009451,GO:0003723,GO:0001522
WP_003512440.1	GO:0033201,GO:0044249,GO:0044710,GO:0003674,GO:0034645,GO:0003677,GO:0006091,GO:0043170,GO:0044699,GO:0009250,GO:1901576,GO:0044264,GO:0044262,GO:0044260,GO:0016051,GO:0046527,GO:0071704,GO:0016740,GO:0006112,GO:0006073,GO:0016757,GO:0006281,GO:0035251,GO:0009987,GO:0000271,GO:0051716,GO:0006974,GO:0034637,GO:0009058,GO:0009059,GO:0008150,GO:0008152,GO:0009011,GO:0044723,GO:0008194,GO:0055114,GO:0044042,GO:0044238,GO:0004373,GO:0005975,GO:0015980,GO:0005977,GO:0003824,GO:0005978,GO:0050896,GO:0005976,GO:0006950,GO:0044237,GO:0033692,GO:0033554,GO:0044763,GO:0016758
WP_003512448.1	GO:0016020,GO:0051287,GO:0019752,GO:0006099,GO:0009060,GO:0003674,GO:0005488,GO:0006091,GO:0072350,GO:0006097,GO:0016491,GO:0043169,GO:0044710,GO:0044262,GO:0046914,GO:0000287,GO:0008270,GO:0043167,GO:0071704,GO:0006082,GO:0004448,GO:0046872,GO:0009987,GO:0032787,GO:0003824,GO:0008150,GO:0008152,GO:0005886,GO:0043436,GO:0005975,GO:0046487,GO:0055114,GO:0006081,GO:0044238,GO:0016614,GO:0015980,GO:0016616,GO:0044464,GO:0005623,GO:0005575,GO:0004450,GO:0071944,GO:0006102,GO:0045333,GO:0044237,GO:0044281
WP_003512454.1	GO:0018106,GO:0000155,GO:0016021,GO:0005524,GO:0006355,GO:0000160,GO:0016310,GO:0016772,GO:0023014,GO:0007165
WP_003512457.1	GO:0008757,GO:0008213,GO:0051998,GO:0032259
WP_003512461.1	GO:0050661,GO:0006520,GO:0009086,GO:0040007,GO:0005618,GO:0016020,GO:0044464,GO:0005623,GO:0004412,GO:0005575,GO:0071944,GO:0008150,GO:0009088,GO:0005886,GO:0009097,GO:0030312,GO:0055114,GO:0016491
WP_003512463.1	GO:0003824,
WP_003512473.1	GO:0004803,GO:0006313,GO:0003677
WP_003512475.1	GO:0004648,GO:0005737,GO:0006564,GO:0051287,GO:0044464,GO:0005623,GO:0005622,GO:0005575,GO:0003824,GO:0004617,GO:0030170,GO:0044424,GO:0008615,GO:0055114
WP_003512482.1	GO:0044464,GO:0006855,GO:0071944,GO:0051179,GO:0044699,GO:0015893,GO:0016021,GO:0016020,GO:0015238,GO:0042908,GO:0015297,GO:0006810,GO:0009987,GO:0044765,GO:0044763,GO:0005886,GO:0042221,GO:0051234,GO:0055085,GO:0050896,GO:0042493,GO:0005623,GO:0005575,GO:0042910,GO:0008150
WP_003512486.1	GO:0016021
WP_003512488.1	GO:0016021
WP_003512494.1	GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0005575,GO:0006265,GO:0003677,GO:0044424,GO:0003918,GO:0005524
