ProteinID	GO
WP_003518405.1	GO:0008484,GO:0016021,GO:0003824,GO:0008152,GO:0005886,GO:0046872
WP_003518407.1	GO:0044341,GO:0016021,GO:0016020,GO:0015321,GO:0005436,GO:0035725
WP_003518444.1	GO:0046872,GO:0046556,GO:0020037,GO:0016021,GO:0033905,GO:0030246,GO:0046373,GO:0022900,GO:0031176,GO:0016810,GO:0009055,GO:0004553,GO:0005975,GO:0000272,GO:0045493,GO:0005576
WP_003518445.1	GO:0006139,GO:0003676,GO:0004386
WP_003518448.1	GO:0016787,GO:0016021,GO:0003824,GO:0009847,GO:0061783
WP_003518450.1	GO:0016021
WP_003518452.1	GO:0008324,GO:0006812,GO:0016021,GO:0016020,GO:1903830,GO:0015693,GO:0005886,GO:0046872,GO:0015095
WP_003518453.1	GO:0030203,GO:0034645,GO:0016881,GO:0009273,GO:0006807,GO:0003674,GO:0005623,GO:0009252,GO:0005622,GO:0006022,GO:0071840,GO:0044038,GO:0005737,GO:1901576,GO:0044710,GO:0044260,GO:0071555,GO:0071554,GO:0071704,GO:0016879,GO:0044699,GO:0009059,GO:0046872,GO:0005524,GO:0009987,GO:0000270,GO:0003824,GO:0009058,GO:0008360,GO:0008150,GO:0008152,GO:0006023,GO:0016874,GO:0042546,GO:1901564,GO:1901566,GO:0044036,GO:1901137,GO:1901135,GO:0044464,GO:0070589,GO:0044237,GO:0043170,GO:0005575,GO:0044763,GO:0044085,GO:0044424,GO:0008716,GO:0044249,GO:0006024
WP_003518455.1	GO:0006935,GO:0004871,GO:0007165
WP_003518456.1	GO:0005737,GO:0018106,GO:0006935,GO:0016310,GO:0006928,GO:0004871,GO:0000160,GO:0004673,GO:0000155,GO:0023014,GO:0016772,GO:0005524,GO:0007165
WP_003518458.1	GO:0008757,GO:0008213,GO:0000160,GO:0051998,GO:0032259
WP_003518460.1	GO:0006810,GO:0016020,GO:0015276,GO:0034220,GO:0005215
WP_003518472.1	GO:0016787,GO:0042626,GO:0046933,GO:0042777,GO:0005524
WP_003518476.1	GO:0016787,GO:0046933,GO:0034220,GO:0006754,GO:0015672,GO:0005524
WP_003518478.1	GO:0016787,
WP_003518481.1	GO:0016787,GO:0015991,GO:1902600,GO:0016021,GO:0033179,GO:0015078
WP_003518483.1	GO:0015985,GO:0016787,GO:0045263,GO:0016021,GO:0006754,GO:0015078
WP_003518486.1	GO:0005737,GO:0004478,GO:0040007,GO:0006556,GO:0006730,GO:0016020,GO:0044464,GO:0005623,GO:0005622,GO:0005575,GO:0005618,GO:0044444,GO:0071944,GO:0008150,GO:0005886,GO:0044424,GO:0000287,GO:0030312,GO:0005829,GO:0005524
WP_003518489.1	GO:0009116
WP_003518492.1	GO:0009424,GO:0006928,GO:0043229,GO:0071944,GO:0003674,GO:0009274,GO:0051179,GO:0043226,GO:0044699,GO:0005618,GO:0005198,GO:0008150,GO:0005576,GO:0009987,GO:0031975,GO:0030313,GO:0030312,GO:0009276,GO:0001539,GO:0009288,GO:0042995,GO:0071973,GO:0040011,GO:0051674,GO:0043232,GO:0048870,GO:0044461,GO:0044463,GO:0044464,GO:0005623,GO:0005622,GO:0005575,GO:0044763,GO:0043228,GO:0044424,GO:0044780,GO:0044422
WP_003518494.1	GO:0009288,GO:0006928,GO:0030312,GO:0071944,GO:0003674,GO:0009274,GO:0051179,GO:0043226,GO:0044699,GO:0031514,GO:0005198,GO:0008150,GO:0005576,GO:0009987,GO:0031975,GO:0030313,GO:0009424,GO:0009276,GO:0001539,GO:0044780,GO:0042995,GO:0071973,GO:0040011,GO:0051674,GO:0043232,GO:0048870,GO:0044461,GO:0044463,GO:0044464,GO:0043229,GO:0005623,GO:0005622,GO:0005575,GO:0005618,GO:0043228,GO:0044424,GO:0044763,GO:0044422
WP_003518507.1	GO:0005524
WP_003518511.1	GO:0016829,GO:0030246,GO:0000272,GO:0005576,GO:0004553
WP_003518514.1	GO:0042545,GO:0005618,GO:0016021,GO:0016829,GO:0030246,GO:0030599,GO:0000272,GO:0005576,GO:0004857,GO:0004553,GO:0045490,GO:0043086,GO:0045330
WP_003518516.1	GO:0080090,GO:0019222,GO:0044281,GO:1901360,GO:0044710,GO:0004812,GO:0010608,GO:0016020,GO:0000166,GO:0006448,GO:0060255,GO:0043436,GO:0046483,GO:0004827,GO:1901564,GO:0019538,GO:0005829,GO:0043038,GO:0043039,GO:0044424,GO:0006450,GO:0006807,GO:0003674,GO:0002161,GO:0034660,GO:0005622,GO:0050789,GO:0044267,GO:0106074,GO:0044260,GO:0065007,GO:0065008,GO:0005524,GO:0016787,GO:0009889,GO:0016788,GO:0050794,GO:0003824,GO:0008150,GO:0008152,GO:0016070,GO:0044444,GO:0010556,GO:0043906,GO:0006433,GO:0044249,GO:0034641,GO:0034645,GO:0005737,GO:0006139,GO:0051246,GO:0009987,GO:0006725,GO:0052689,GO:0030312,GO:0032268,GO:0006082,GO:0044464,GO:0005623,GO:0043170,GO:0031326,GO:0031323,GO:0019752,GO:0090304,GO:0071944,GO:0040007,GO:0005618,GO:0006520,GO:2000112,GO:0071704,GO:0010467,GO:0010468,GO:1901576,GO:0009058,GO:0009059,GO:0005886,GO:0016874,GO:0016875,GO:0016876,GO:0044238,GO:0044237,GO:0005575,GO:0006399,GO:0006418,GO:0006417,GO:0006412
WP_003518519.1	GO:0006810,GO:0005215,GO:0016021,GO:0016020,GO:0044464,GO:0005623,GO:0055085,GO:0005575,GO:0022857,GO:0071944,GO:0003674,GO:0005886,GO:0008150,GO:0051234,GO:0051179
WP_003518521.1	GO:0046434,GO:0009166,GO:0009167,GO:0009164,GO:0044281,GO:0006824,GO:0009161,GO:0046130,GO:1901360,GO:0009169,GO:0044710,GO:0015087,GO:0016020,GO:0009199,GO:0046873,GO:0046483,GO:0009207,GO:0009205,GO:0009203,GO:0019439,GO:0046128,GO:0042454,GO:0016818,GO:1901564,GO:1901565,GO:0016817,GO:0006163,GO:0005524,GO:0019637,GO:0015405,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0006807,GO:0003674,GO:0005623,GO:0016887,GO:0006195,GO:1901575,GO:0017111,GO:0042623,GO:0006200,GO:0015399,GO:1901361,GO:0022804,GO:0016787,GO:0006810,GO:0009158,GO:0006812,GO:0006811,GO:0009154,GO:0009150,GO:0009261,GO:0003824,GO:0008150,GO:0008152,GO:0034655,GO:0034641,GO:0051234,GO:0022891,GO:0022890,GO:0022892,GO:0044270,GO:0043492,GO:0015075,GO:0016462,GO:1901292,GO:0009117,GO:0006753,GO:0000041,GO:0044248,GO:0009128,GO:0009123,GO:0009126,GO:0009259,GO:0044699,GO:0009125,GO:0006139,GO:0016820,GO:0042278,GO:0005215,GO:0008324,GO:0006725,GO:0030001,GO:0055085,GO:0055086,GO:0072511,GO:1901136,GO:1901135,GO:0044464,GO:0046700,GO:0071944,GO:0044237,GO:0072521,GO:0072523,GO:0022857,GO:0071704,GO:0046034,GO:0006152,GO:0009987,GO:0042626,GO:0034220,GO:0044765,GO:0044763,GO:0009116,GO:0005886,GO:0009119,GO:0009056,GO:0051179,GO:0044238,GO:0046915,GO:0019693,GO:0005575,GO:1901657,GO:0006796,GO:0006793,GO:1901658
WP_003518524.1	GO:0006310,GO:0000413,GO:0000150,GO:0003755,GO:0003677
WP_003518526.1	GO:0005975,GO:0016021,GO:0030246,GO:0008061,GO:0004553,GO:0009057
WP_003518533.1	GO:0003700,GO:0005622,GO:0006355,GO:0006260,GO:0008270,GO:0003677
WP_003518536.1	GO:0006306,GO:0008170,GO:0009007,GO:0003676,GO:0003677,GO:0008168,GO:0032259
WP_003518540.1	GO:0016787,GO:0016021,GO:0005524,GO:0003677
WP_003518542.1	GO:0044260,GO:0000154,GO:0003676,GO:0008168,GO:0140102,GO:0032259
WP_003518543.1	GO:0098533,GO:0042626,GO:0006810,GO:0006824,GO:0016020,GO:0044464,GO:0005623,GO:0005575,GO:0071944,GO:0016887,GO:0005886,GO:0055085,GO:0005524
WP_003518549.1	GO:0031970,GO:0004017,GO:0009167,GO:0009165,GO:0009163,GO:0009161,GO:1901362,GO:0042451,GO:0009168,GO:0044710,GO:0044209,GO:0016021,GO:0016020,GO:0000166,GO:0016740,GO:0006172,GO:0046034,GO:0046033,GO:0046129,GO:0046128,GO:0042455,GO:0046483,GO:1901564,GO:0043231,GO:1901566,GO:0005829,GO:0006163,GO:0004550,GO:0006165,GO:0006164,GO:0019637,GO:0019438,GO:0032261,GO:0044281,GO:0009141,GO:0006807,GO:0003674,GO:0005488,GO:1901265,GO:1901576,GO:0009127,GO:1901360,GO:0032549,GO:0017076,GO:0005524,GO:0018130,GO:0005737,GO:0009156,GO:0016301,GO:0009152,GO:0009150,GO:0009260,GO:0008150,GO:0008152,GO:0034654,GO:0090407,GO:0043094,GO:0044271,GO:0003824,GO:0016772,GO:0046390,GO:0016776,GO:0044444,GO:0032559,GO:1901293,GO:0032555,GO:0006753,GO:0032550,GO:0032553,GO:0035639,GO:0016310,GO:0044249,GO:0034641,GO:0009123,GO:0044424,GO:0009126,GO:0009259,GO:0009124,GO:0043168,GO:0006139,GO:0042278,GO:0008270,GO:0046939,GO:0043167,GO:0009987,GO:0006725,GO:0030312,GO:0009132,GO:0055086,GO:0030554,GO:1901137,GO:1901135,GO:0044464,GO:0005623,GO:0005622,GO:0097159,GO:0019201,GO:0019205,GO:1901363,GO:0006167,GO:0071944,GO:0019693,GO:0072521,GO:0072522,GO:0001883,GO:0001882,GO:0005618,GO:0071704,GO:0043101,GO:0043173,GO:0036094,GO:0009112,GO:0009058,GO:0009117,GO:0009116,GO:0005886,GO:0009119,GO:0046940,GO:0044238,GO:0044237,GO:0005575,GO:1901657,GO:0006796,GO:0006793,GO:0006144,GO:1901659
WP_003518554.1	GO:0022626,GO:0044249,GO:0071944,GO:0003674,GO:0005623,GO:0034645,GO:0015934,GO:0005622,GO:0044267,GO:0040007,GO:0044260,GO:0005618,GO:0042255,GO:0005198,GO:0003735,GO:0071704,GO:0010467,GO:1901576,GO:0009987,GO:0030312,GO:0009058,GO:0009059,GO:0008150,GO:0008152,GO:0044238,GO:0005840,GO:0019538,GO:0044464,GO:0044237,GO:0043170,GO:0005575,GO:0019843,GO:0006412
WP_003518557.1	GO:0015934,GO:0005623,GO:0044249,GO:0043229,GO:0043228,GO:0003674,GO:0008270,GO:0034645,GO:0005198,GO:0043226,GO:0005737,GO:1901576,GO:0040007,GO:0046914,GO:0016020,GO:0010467,GO:0043167,GO:0003735,GO:0071704,GO:0016740,GO:0005575,GO:0044267,GO:0046872,GO:0043170,GO:0030529,GO:0043169,GO:0009987,GO:0044422,GO:0044391,GO:0009058,GO:0009059,GO:0008150,GO:0008152,GO:0005886,GO:0005840,GO:0044238,GO:0032991,GO:0044260,GO:0043232,GO:0019538,GO:0044464,GO:0044237,GO:0019843,GO:0044446,GO:0044444,GO:0071944,GO:0003723,GO:0044424,GO:0006412,GO:0005622,GO:0005488
WP_003518573.1	GO:0016021
WP_003518575.1	GO:0047850,GO:0019877,GO:0000166,GO:0009089,GO:0008839,GO:0055114
WP_003518582.1	GO:0016020,GO:0071944
WP_003518584.1	GO:0008104,GO:0046434,GO:0051234,GO:0009166,GO:0009164,GO:0044281,GO:0046130,GO:1901363,GO:1901360,GO:1901361,GO:0044710,GO:0070727,GO:0016021,GO:0016020,GO:0000166,GO:0009199,GO:0033036,GO:0009207,GO:0009205,GO:0046039,GO:0019439,GO:0003924,GO:0006605,GO:0045184,GO:0046128,GO:0042454,GO:0016818,GO:1901564,GO:1901565,GO:0005829,GO:0016817,GO:0006163,GO:0019637,GO:0044425,GO:0009141,GO:0006613,GO:0006612,GO:0009144,GO:0006614,GO:0009146,GO:0006807,GO:0003674,GO:0005488,GO:0006195,GO:1901265,GO:1901575,GO:0046483,GO:1901069,GO:1901068,GO:0031224,GO:0032549,GO:0017076,GO:0005525,GO:0016787,GO:0006810,GO:0009154,GO:0009150,GO:0009261,GO:0003824,GO:0008150,GO:0008152,GO:0006184,GO:0046700,GO:0046903,GO:0044270,GO:0046907,GO:0097159,GO:0045047,GO:0019001,GO:0044444,GO:1901292,GO:0032555,GO:0009117,GO:0006753,GO:0032550,GO:0032553,GO:0035639,GO:0005886,GO:0044248,GO:0034641,GO:0034655,GO:0044424,GO:0031226,GO:0009259,GO:0044699,GO:0005737,GO:0006139,GO:0070972,GO:0042278,GO:0043167,GO:0032561,GO:0044459,GO:0009143,GO:0072599,GO:0072594,GO:0009987,GO:0006725,GO:0030312,GO:0055086,GO:0016482,GO:1901136,GO:1901135,GO:0044464,GO:0005623,GO:0005622,GO:0033365,GO:0071944,GO:0019693,GO:0072521,GO:0009203,GO:0072523,GO:0001883,GO:0001882,GO:0016462,GO:0005618,GO:0071704,GO:0051301,GO:0071702,GO:0006152,GO:0034613,GO:0017111,GO:0036094,GO:0044765,GO:0044763,GO:0009116,GO:0051649,GO:0009119,GO:0009056,GO:0051179,GO:0051641,GO:0044238,GO:0044237,GO:0043168,GO:0005575,GO:1901657,GO:0006796,GO:0006793,GO:0015031,GO:0006886,GO:1901658
WP_003518588.1	GO:0005737,GO:0050570,GO:0005975,GO:0051287,GO:0044464,GO:0005623,GO:0005622,GO:0005575,GO:0044424,GO:0046872,GO:0055114
WP_003518590.1	GO:0003676
WP_003518592.1	GO:0003824,GO:0051536,GO:0055114,GO:0016491
WP_003518593.1	GO:0090304,GO:0090305,GO:0034641,GO:0006807,GO:0003674,GO:0005623,GO:0090502,GO:0019843,GO:1901360,GO:0005737,GO:0006139,GO:0040007,GO:0044260,GO:0004525,GO:0004540,GO:0004521,GO:0071704,GO:0010467,GO:0006364,GO:0046872,GO:0016787,GO:0005622,GO:0008033,GO:0009987,GO:0006725,GO:0016788,GO:0003824,GO:0016891,GO:0008150,GO:0008152,GO:0046483,GO:0016070,GO:0044238,GO:0016075,GO:0016893,GO:0004518,GO:0004519,GO:0044464,GO:0044237,GO:0043170,GO:0005575,GO:0003723,GO:0044424,GO:0006396,GO:0006397
WP_003518595.1	GO:0006633,GO:0003824,GO:0016747,GO:0008152,GO:0033817
WP_003518597.1	GO:0006633,GO:0005737,GO:0005975,GO:0008654,GO:0016773,GO:0009247,GO:0044464,GO:0005623,GO:0005622,GO:0005575,GO:0140414,GO:0031177,GO:0044620,GO:0044424,GO:0000035,GO:0005525
WP_003518601.1	GO:0051289,GO:0051287,GO:0044281,GO:0044283,GO:1901362,GO:1901363,GO:0071840,GO:0044710,GO:0044711,GO:0016020,GO:0000166,GO:0016740,GO:0016746,GO:0016747,GO:0006767,GO:0006766,GO:0006768,GO:0032787,GO:0043436,GO:1901564,GO:0055114,GO:0046483,GO:0008678,GO:0016614,GO:0016616,GO:1901566,GO:0016053,GO:0004312,GO:0004316,GO:0102132,GO:0102131,GO:0022607,GO:0030497,GO:0009273,GO:0006807,GO:0003674,GO:0005488,GO:0072330,GO:1901265,GO:0044038,GO:1901576,GO:0051186,GO:0044260,GO:0016043,GO:0065003,GO:1901360,GO:0018454,GO:0018130,GO:0006629,GO:0003824,GO:0008150,GO:0008152,GO:0042546,GO:0044271,GO:0044272,GO:0046394,GO:0097159,GO:0009059,GO:0043603,GO:0006633,GO:0006631,GO:0070271,GO:0044249,GO:0034641,GO:0034645,GO:0044699,GO:0016491,GO:0043168,GO:0043167,GO:0071767,GO:0071766,GO:0071768,GO:0009987,GO:0048037,GO:0044255,GO:0051259,GO:0043604,GO:0006082,GO:0044036,GO:0044464,GO:0042364,GO:0005623,GO:0043170,GO:0070589,GO:0043933,GO:0019752,GO:0071944,GO:0009102,GO:0050662,GO:0050661,GO:0071822,GO:0051260,GO:0051262,GO:0071554,GO:0071704,GO:0006461,GO:0036094,GO:0009058,GO:0009110,GO:0044763,GO:0005886,GO:0008610,GO:0044238,GO:0044237,GO:0005575,GO:0044085,GO:0006790,GO:0070402,GO:0046459
WP_003518603.1	GO:0004314,GO:0016788,GO:0003824,GO:0009058,GO:0031177,GO:0008152
WP_003518605.1	GO:0006633,GO:0005737,GO:0016021,GO:0004315,GO:0044464,GO:0005623,GO:0005622,GO:0005575,GO:0003824,GO:0008152,GO:0033818,GO:0044424
WP_003518607.1	GO:0006633,GO:0044249,GO:0003674,GO:0044237,GO:0005737,GO:1901576,GO:0044710,GO:0071704,GO:0016747,GO:0019637,GO:0006644,GO:0006629,GO:0009987,GO:0003824,GO:0009058,GO:0008150,GO:0008152,GO:0044255,GO:0090407,GO:0008610,GO:0044238,GO:0008654,GO:0044464,GO:0005623,GO:0005622,GO:0005575,GO:0006796,GO:0006793,GO:0044424,GO:0043811
WP_003518614.1	GO:0006650,GO:0017169,GO:0044249,GO:0071944,GO:0003674,GO:0005623,GO:0044255,GO:0031224,GO:0045017,GO:0008444,GO:0040007,GO:0005618,GO:0016021,GO:0016020,GO:0071704,GO:0016740,GO:0006644,GO:0006629,GO:0016780,GO:1901576,GO:0009987,GO:0044710,GO:0030312,GO:0003824,GO:0009058,GO:0008150,GO:0008152,GO:0005886,GO:0046486,GO:0090407,GO:0008610,GO:0044238,GO:0008654,GO:0016772,GO:0044464,GO:0044237,GO:0005575,GO:0006796,GO:0006793,GO:0019637,GO:0044425,GO:0046474
WP_003518616.1	GO:0003674,GO:0005488,GO:0008168,GO:0005622,GO:0016491,GO:0005737,GO:0044267,GO:0051539,GO:0018198,GO:0044260,GO:0018197,GO:0018193,GO:0050497,GO:0071704,GO:0016740,GO:0006400,GO:0032259,GO:0016782,GO:0009987,GO:0006464,GO:0005623,GO:0003824,GO:0043412,GO:0036211,GO:0008150,GO:0008152,GO:0055114,GO:0051540,GO:0044238,GO:0046872,GO:0005840,GO:0019538,GO:0051536,GO:0018339,GO:0044464,GO:0044237,GO:0043170,GO:0005575,GO:0103039,GO:0035596,GO:0044424,GO:0035599
WP_003518624.1	GO:0016853,GO:0008080,GO:0016311,GO:0016310,GO:0016301,GO:0004647,
WP_003518626.1	GO:0005737,GO:0006221,GO:0006222,GO:0044205,GO:0006207,GO:0016627,GO:0016020,GO:0044464,GO:0005623,GO:0005622,GO:0005575,GO:0003824,GO:0071944,GO:0004589,GO:0005886,GO:0044424,GO:0004152,GO:0055114
WP_003518631.1	GO:0005737,GO:0044205,GO:0044464,GO:0006526,GO:0005623,GO:0005622,GO:0005575,GO:0003824,GO:0006807,GO:0044424,GO:0004088,GO:0046872,GO:0005524
WP_003518633.1	GO:0006207,GO:0006541,GO:0006526,GO:0044205,GO:0004088,GO:0005524
WP_003518635.1	GO:0006221,GO:0044205,GO:0003824,GO:0008152,GO:0006207,GO:0004590
WP_003518637.1	GO:0006221,GO:0040007,GO:0016787,GO:0016812,GO:0044205,GO:0016810,GO:0006520,GO:0016743,GO:0008150,GO:0008270,GO:0004151,GO:0046872,GO:0016597
WP_003518639.1	GO:0016020,GO:0044205,GO:0071944,GO:0016597,GO:0005737,GO:0040007,GO:0005618,GO:0006207,GO:0006520,GO:0016743,GO:0030312,GO:0008150,GO:0005886,GO:0005829,GO:0044464,GO:0005623,GO:0005622,GO:0005575,GO:0044444,GO:0044424,GO:0004070
WP_003518641.1	GO:0004386
WP_003518642.1	GO:0009167,GO:0009165,GO:0009163,GO:0009161,GO:1901362,GO:0046129,GO:0009168,GO:0044710,GO:0042440,GO:0016740,GO:0006178,GO:0046872,GO:0046037,GO:0042451,GO:0046128,GO:0042455,GO:0046483,GO:1901564,GO:1901566,GO:0005829,GO:0006163,GO:1901137,GO:0006166,GO:0016757,GO:0006164,GO:0019637,GO:0019438,GO:1901070,GO:0006168,GO:0032261,GO:0044281,GO:0044464,GO:0006807,GO:0003674,GO:0005488,GO:0032264,GO:0046084,GO:1901576,GO:0004422,GO:0009127,GO:1901068,GO:1901360,GO:0016763,GO:0018130,GO:0006139,GO:0009156,GO:0009152,GO:0009150,GO:0003824,GO:0008150,GO:0006188,GO:0046099,GO:0046098,GO:0034654,GO:0004845,GO:0090407,GO:0046148,GO:0043094,GO:0043096,GO:0044271,GO:0009260,GO:0046390,GO:0006355,GO:0044444,GO:1901293,GO:0006353,GO:0006753,GO:0042278,GO:0008152,GO:0044249,GO:0034641,GO:0009123,GO:0009126,GO:0009259,GO:0009124,GO:0005737,GO:0043169,GO:0000287,GO:0043167,GO:0009987,GO:0006725,GO:0030312,GO:0055086,GO:0006177,GO:0032263,GO:1901135,GO:0043174,GO:0043173,GO:0005623,GO:0005622,GO:0003723,GO:0071944,GO:0046040,GO:0044237,GO:0072521,GO:0046112,GO:0044424,GO:0072522,GO:0046083,GO:0005618,GO:0071704,GO:0043101,GO:0009113,GO:0009112,GO:0009058,GO:0009117,GO:0009116,GO:0046100,GO:0009119,GO:0044238,GO:0019693,GO:0005575,GO:1901657,GO:0006796,GO:0006793,GO:0006144,GO:1901659
WP_003518645.1	GO:0016021
WP_003518647.1	GO:2001070
WP_003518649.1	GO:0031226,GO:0016021,GO:0016020,GO:0044464,GO:0005623,GO:0005575,GO:0071944,GO:0005887,GO:0005886,GO:0015031,GO:0044425,GO:0044459,GO:0031224
WP_003518650.1	GO:0101030,GO:0008479,GO:0016763,GO:0006400,GO:0008616,GO:0046872
WP_003518652.1	GO:0009451,GO:0090304,GO:0044249,GO:0034641,GO:0006807,GO:0003674,GO:0009163,GO:0008033,GO:0034660,GO:0005622,GO:1901362,GO:1901360,GO:0005737,GO:0006139,GO:0044710,GO:0044271,GO:0044260,GO:0006399,GO:0046116,GO:1901137,GO:0016740,GO:0071704,GO:0010467,GO:0042455,GO:0006400,GO:0044281,GO:0018130,GO:0034470,GO:1901576,GO:0051075,GO:0009987,GO:0006725,GO:0005623,GO:0002097,GO:0003824,GO:0009058,GO:0008150,GO:0009116,GO:0008152,GO:0034654,GO:0008616,GO:0009119,GO:0055086,GO:0046483,GO:0016070,GO:0044238,GO:1901564,GO:0016853,GO:1901566,GO:0002099,GO:1901135,GO:0044464,GO:0043412,GO:0044237,GO:0043170,GO:0005575,GO:1901657,GO:0044424,GO:0019438,GO:0006396,GO:1901659
WP_003518655.1	GO:0032502,GO:0005575,GO:0000003,GO:0005618,GO:0016021,GO:0016020,GO:0044464,GO:0005623,GO:0030312,GO:0044767,GO:0030435,GO:0030436,GO:0071944,GO:0008150,GO:0005886,GO:0043934,GO:0019954,GO:0044699
WP_003518656.1	GO:0005737,GO:0008652,GO:0050661,GO:0051287,GO:0071266,GO:0016620,GO:0019877,GO:0009089,GO:0009088,GO:0003942,GO:0009097,GO:0046983,GO:0009086,GO:0004073,GO:0055114
WP_003518658.1	GO:0005737,GO:0016021,GO:0008840,GO:0044464,GO:0019877,GO:0005622,GO:0005575,GO:0003824,GO:0009089,GO:0005623,GO:0008152,GO:0044424,GO:0016829
WP_003518660.1	GO:0005737,GO:0050661,GO:0016726,GO:0051287,GO:0044464,GO:0019877,GO:0005622,GO:0005575,GO:0009089,GO:0005623,GO:0008839,GO:0044424,GO:0055114
WP_003518662.1	GO:0005737,GO:0008817,GO:0009236,GO:0006779,GO:0008172,GO:0042084,GO:0009086,GO:0005524
WP_003518664.1	GO:0005737,GO:0016787,GO:0004003,GO:0032508,GO:0034227,GO:0003677,GO:0003678,GO:0016021,GO:0005524
WP_003518669.1	GO:0051536,GO:0004355,GO:0016040,GO:0055114,GO:0016491
WP_003518673.1	GO:0016021,GO:0016020
WP_003518674.1	GO:1902358,GO:0016887,GO:0016021,GO:0016020,GO:0044464,GO:0005623,GO:0005575,GO:0071944,GO:0046677,GO:0015419,GO:0005886,GO:0005524
WP_003518677.1	GO:0006810,GO:0005215,GO:0016021,GO:0016020,GO:0022857,GO:0005886,GO:0055085
WP_003518679.1	GO:0042626,GO:0016021,GO:0016887,GO:0055085,GO:0005524
WP_003518681.1	GO:0042626,GO:0016021,GO:0016887,GO:0055085,GO:0005524
WP_003518690.1	GO:0030248,GO:0030243,GO:0016798,GO:0030245,GO:0003674,GO:0009251,GO:0044042,GO:0044247,GO:0044264,GO:0044262,GO:0005615,GO:0044260,GO:0071704,GO:0006073,GO:0046872,GO:0016787,GO:0008810,GO:0016162,GO:0009987,GO:1901575,GO:0000272,GO:0003824,GO:0008150,GO:0051273,GO:0008152,GO:0044723,GO:0009056,GO:0009057,GO:0044724,GO:0044275,GO:0044238,GO:0005975,GO:0051275,GO:0005976,GO:0016052,GO:0044237,GO:0043170,GO:0005575,GO:0005576,GO:0004553,GO:0044421
WP_003518702.1	GO:0140098,GO:0016021,GO:0016798,GO:0009982,GO:0009451,GO:0003723,GO:0001522,GO:0016829
WP_003518704.1	GO:0006355,GO:0003677
WP_003518706.1	GO:0000160,
WP_003518707.1	GO:0018106,GO:0016310,GO:0036180,GO:0007165,GO:0004871,GO:0023014,GO:0005737,GO:1900436,GO:0000160,GO:0016021,GO:0007231,GO:0071474,GO:0071555,GO:0005524,GO:0009405,GO:1900445,GO:0036170,GO:0016772,GO:0000156,GO:0006355,GO:0097308,GO:0000155
WP_003518709.1	GO:0005737,GO:0006482,GO:0008984,GO:0006935,GO:0000160,GO:0000156,GO:0050568,GO:0005623,GO:0005622,GO:0005575,GO:0018277,GO:0044424,GO:0008168,GO:0032259,GO:0044464
WP_003518711.1	GO:0008757,GO:0008213,GO:0051998,GO:0032259
WP_003518712.1	GO:0060089,GO:0003674,GO:0007165,GO:0004871,GO:0007154,GO:0050789,GO:0044699,GO:0005737,GO:0051716,GO:0042330,GO:0065007,GO:0006935,GO:0009987,GO:0050794,GO:0008150,GO:0042221,GO:0040011,GO:0044700,GO:0009605,GO:0050896,GO:0044464,GO:0005623,GO:0005622,GO:0005575,GO:0044763,GO:0044424,GO:0023052
WP_003518714.1	GO:0005737,GO:0018106,GO:0006935,GO:0016310,GO:0006928,GO:0004871,GO:0000160,GO:0004673,GO:0000155,GO:0023014,GO:0016772,GO:0005524,GO:0007165
WP_003518716.1	GO:0005737,GO:0006935,GO:0000160,GO:0016021,GO:0016301,GO:0005515,GO:0016310,GO:0046872,GO:0097588
WP_003518718.1	GO:0022607,GO:0022603,GO:0019954,GO:0003677,GO:0043937,GO:0043934,GO:0043938,GO:0045881,GO:0051301,GO:0042173,GO:0045595,GO:0008356,GO:0050789,GO:0007049,GO:0005737,GO:0000003,GO:0000160,GO:0016021,GO:0016043,GO:0065007,GO:0071840,GO:0048518,GO:0044763,GO:0005509,GO:0032502,GO:0032506,GO:0050793,GO:0009987,GO:0050794,GO:0044767,GO:0030435,GO:0030436,GO:0008150,GO:0000910,GO:0045597,GO:0044699,GO:0051606,GO:0000917,GO:0003700,GO:0051094,GO:0044464,GO:0090529,GO:0005623,GO:0005622,GO:0005575,GO:0006355,GO:0044085,GO:0044424,GO:0022402,GO:0003743,GO:0006413,GO:0048522
WP_003518722.1	GO:0009991,GO:0090304,GO:0034641,GO:0006807,GO:0005623,GO:0009432,GO:0005622,GO:0043226,GO:1901360,GO:0005737,GO:0006139,GO:0051716,GO:0006302,GO:0000725,GO:0000724,GO:0005618,GO:0009295,GO:0071704,GO:0044699,GO:0006508,GO:0009605,GO:0005524,GO:0071496,GO:0004222,GO:0006281,GO:0009987,GO:0006725,GO:0030312,GO:0006974,GO:0006259,GO:0006950,GO:0008150,GO:0008152,GO:0007154,GO:0046483,GO:0006310,GO:0044238,GO:0031668,GO:0043228,GO:0044260,GO:0043232,GO:0050896,GO:0044464,GO:0043229,GO:0044237,GO:0043170,GO:0005575,GO:0071944,GO:0043590,GO:0033554,GO:0044424,GO:0044763
WP_003518724.1	GO:0022607,GO:0070271,GO:0043933,GO:0003674,GO:0016043,GO:0003676,GO:0003677,GO:1901363,GO:0071840,GO:0005737,GO:0071822,GO:0051260,GO:0006526,GO:0006525,GO:0065003,GO:0034618,GO:0006461,GO:0008150,GO:0051259,GO:0003700,GO:0097159,GO:0044464,GO:0005623,GO:0005622,GO:0005575,GO:0006355,GO:0044085,GO:0044424,GO:0005488
